IBGE;MUNIC;NHB1114;NHB1115;NHB1116;NHB1117;NHB1118;NHB1119;NHB1120;NHB1121;NHB1122;NHB1123;NHB1214;NHB1215;NHB1216;NHB1217;NHB1218;NHB1219;NHB1220;NHB1221;NHB1222;NHB1223;NHB1314;NHB1315;NHB1316;NHB1317;NHB1318;NHB1319;NHB1320;NHB1321;NHB1322;NHB1323;NHB1414;NHB1415;NHB1416;NHB1417;NHB1418;NHB1419;NHB1420;NHB1421;NHB1422;NHB1423;NHB1514;NHB1515;NHB1516;NHB1517;NHB1518;NHB1519;NHB1520;NHB1521;NHB1522;NHB1523;NHB1524
1100064;Colorado do Oeste;14,65;7,97;4,48;20,58;8,51;4,67;0,00;0,00;24,39;10,64;0,00;0,00;42,19;46,73;0,00;36,63;0,00;0,00;0,00;0,00;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,77;12,77;19,15;0,00;12,77;0,00;6,38;12,77;19,15;12,77;4,56;3,50;4,00;4,52;4,10;4,95;3,87;4,59;4,83;4,25;3,63
1100080;Costa Marques;18,73;32,65;23,47;32,41;8,13;30,04;26,32;10,26;13,76;13,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,84;0,00;0,00;0,00;0,00;0,00;0,00;7,92;0,00;7,92;15,84;7,92;31,68;7,92;0,00;7,92;7,92;15,84;7,92;7,92;3,07;2,65;3,70;3,28;3,29;2,97;3,10;3,63;3,96;4,04;3,65
1100098;Espigão D'Oeste;24,19;14,60;16,46;7,50;14,71;22,22;10,62;14,43;15,15;14,61;0,00;0,00;0,00;0,00;21,60;0,00;0,00;0,00;0,00;20,88;0,00;6,80;13,61;0,00;6,80;6,80;3,40;10,21;0,00;0,00;6,80;3,40;3,40;13,61;10,21;3,40;10,21;3,40;13,61;10,21;3,51;3,38;3,64;3,74;3,19;3,18;2,22;3,31;4,07;4,15;4,21
1100106;Guajará-Mirim;22,75;24,07;23,76;23,75;25,92;14,08;23,31;17,99;21,39;26,03;11,21;11,34;0,00;10,64;0,00;10,83;48,13;0,00;11,88;0,00;12,69;15,23;7,62;2,54;5,08;10,16;7,62;5,08;7,62;5,08;25,39;10,16;22,85;27,93;17,77;22,85;2,54;30,47;17,77;17,77;3,51;3,38;3,63;3,96;3,50;3,22;3,26;3,95;4,02;3,68;3,30
1100114;Jaru;11,53;15,23;13,63;9,46;13,17;5,68;12,33;14,13;14,61;13,41;0,00;0,00;0,00;24,75;10,94;0,00;25,38;24,78;0,00;0,00;3,95;0,00;3,95;0,00;0,00;1,98;3,95;3,95;3,95;1,98;9,88;15,81;23,72;9,88;7,91;7,91;5,93;5,93;19,77;9,88;3,77;3,57;3,44;3,84;3,91;4,03;3,42;3,87;4,39;4,52;4,06
1100122;Ji-Paraná;15,34;17,19;13,66;13,66;19,32;13,29;13,13;12,17;11,44;9,40;12,33;0,00;0,00;19,28;5,07;10,22;0,00;10,12;0,00;0,00;0,80;2,41;5,63;8,04;0,80;1,61;0,80;2,41;2,41;0,80;8,85;12,87;10,46;20,11;8,85;8,85;8,85;15,28;16,09;13,67;3,73;3,82;3,91;3,68;3,84;3,76;3,10;3,36;4,02;4,28;3,79
1100130;Machadinho D'Oeste;13,81;27,08;17,59;6,68;5,80;20,00;5,35;10,68;28,11;27,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,27;0,00;0,00;0,00;0,00;0,00;3,26;0,00;0,00;0,00;3,26;0,00;3,26;6,51;9,77;16,28;3,26;9,77;6,51;6,51;9,77;3,26;4,14;4,88;4,73;3,92;4,02;4,04;3,34;3,64;4,29;4,49;4,54
1100148;Nova Brasilândia D'Oeste;19,69;7,81;7,25;0,00;6,90;34,48;8,70;8,58;16,95;30,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,23;44,64;0,00;0,00;6,38;12,76;0,00;0,00;6,38;0,00;0,00;6,38;0,00;0,00;0,00;12,76;12,76;0,00;12,76;12,76;12,76;38,27;6,38;4,33;3,74;4,10;3,98;2,89;3,57;6,16;3,39;4,55;4,94;5,24
1100155;Ouro Preto do Oeste;7,42;9,13;12,03;5,19;14,66;14,26;0,00;13,01;5,64;7,49;15,08;0,00;0,00;30,91;0,00;0,00;0,00;17,18;0,00;0,00;5,71;2,85;0,00;2,85;0,00;0,00;2,85;0,00;0,00;0,00;11,41;19,97;14,27;14,27;22,83;17,12;8,56;11,41;17,12;14,27;4,25;3,88;3,90;3,95;3,45;4,03;3,52;3,13;3,75;4,23;3,91
1100189;Pimenta Bueno;23,45;18,52;11,65;14,63;13,82;14,61;17,27;20,94;22,15;13,03;0,00;0,00;0,00;0,00;17,21;0,00;0,00;16,64;16,26;0,00;0,00;0,00;0,00;0,00;2,86;2,86;0,00;2,86;0,00;0,00;14,29;11,43;20,00;14,29;20,00;8,57;2,86;5,71;2,86;14,29;0,83;5,81;4,80;5,07;4,02;3,82;3,30;3,10;3,69;3,81;3,48
1100205;Porto Velho;15,44;14,96;17,42;16,25;13,71;15,17;19,26;18,43;15,37;16,27;13,07;9,89;10,30;7,83;6,72;6,57;5,50;18,58;3,41;7,53;2,82;1,30;0,43;1,09;1,95;2,39;1,09;1,95;3,48;1,30;20,85;19,76;23,46;27,15;18,24;14,77;18,24;23,67;16,29;21,50;3,13;2,89;3,15;3,18;3,20;3,23;3,23;3,32;3,50;3,51;3,00
1100254;Presidente Médici;10,38;19,08;21,74;38,06;10,20;9,87;7,72;7,87;10,20;16,13;37,88;0,00;0,00;0,00;0,00;0,00;0,00;72,46;34,60;40,32;0,00;5,17;0,00;5,17;0,00;5,17;0,00;10,35;0,00;5,17;15,52;15,52;15,52;15,52;10,35;0,00;15,52;5,17;15,52;0,00;3,29;3,61;4,18;4,15;3,79;4,30;3,97;4,08;4,01;4,26;3,82
1100262;Rio Crespo;0,00;0,00;28,57;0,00;0,00;20,00;20,83;0,00;28,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,81;0,00;0,00;0,00;0,00;0,00;0,00;28,81;5,72;3,75;3,59;3,37;2,97;3,98;3,00;3,10;4,20;4,03;3,18
1100288;Rolim de Moura;11,62;25,64;12,87;7,27;15,56;9,71;10,26;11,03;13,17;16,99;0,00;12,61;10,73;0,00;0,00;0,00;0,00;46,78;0,00;24,27;0,00;0,00;0,00;0,00;0,00;1,77;1,77;0,00;1,77;1,77;21,27;17,73;19,50;5,32;8,86;8,86;8,86;12,41;8,86;8,86;5,10;5,55;5,53;5,45;5,07;3,87;3,73;3,65;4,35;4,29;3,56
1100296;Santa Luzia D'Oeste;19,42;0,00;8,77;8,93;9,71;10,10;20,20;0,00;13,70;13,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,48;0,00;0,00;13,48;0,00;0,00;0,00;13,48;13,48;13,48;13,48;13,48;0,00;13,48;0,00;0,00;13,48;3,91;4,09;4,65;3,77;3,71;4,69;3,94;2,29;4,33;5,14;5,24
1100304;Vilhena;16,93;14,33;16,82;18,43;12,20;10,06;11,59;11,71;17,68;14,13;21,55;7,67;6,74;0,00;7,20;0,00;13,03;35,04;0,00;0,00;3,13;1,04;0,00;2,09;3,13;0,00;3,13;1,04;1,04;2,09;14,61;6,26;5,22;8,35;5,22;6,26;11,48;12,52;9,39;8,35;2,66;3,04;3,42;3,46;3,48;3,34;3,30;2,70;3,34;3,63;3,25
1100320;São Miguel do Guaporé;13,74;12,86;23,74;18,82;12,79;22,66;13,77;14,53;7,73;20,41;0,00;0,00;31,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,62;4,62;0,00;0,00;0,00;4,62;0,00;4,62;0,00;9,24;0,00;0,00;0,00;4,62;0,00;0,00;4,62;9,24;9,24;3,28;3,26;3,25;2,93;2,79;4,35;3,34;2,93;2,97;3,66;3,59
1100338;Nova Mamoré;9,41;9,90;14,60;18,48;22,82;13,89;7,09;8,53;8,62;21,55;0,00;0,00;0,00;0,00;0,00;0,00;24,75;24,33;0,00;0,00;3,93;11,79;0,00;0,00;0,00;0,00;0,00;3,93;0,00;0,00;11,79;15,72;15,72;19,65;7,86;11,79;7,86;11,79;15,72;7,86;2,35;2,82;3,05;3,15;3,04;3,38;2,68;2,19;3,41;3,90;3,43
1100346;Alvorada D'Oeste;5,43;20,00;6,02;28,09;0,00;4,88;9,52;0,00;10,93;10,05;0,00;52,63;0,00;0,00;45,45;0,00;0,00;60,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,62;0,00;0,00;15,25;0,00;22,87;15,25;15,25;22,87;3,91;3,78;3,25;3,29;2,86;2,87;3,51;3,15;3,57;4,19;2,97
1100379;Alto Alegre dos Parecis;34,88;6,71;0,00;11,63;0,00;6,49;6,85;13,99;13,33;12,05;0,00;0,00;0,00;52,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,71;0,00;0,00;8,71;0,00;0,00;8,71;0,00;8,71;8,71;0,00;17,42;3,78;3,32;3,74;3,44;4,40;3,31;5,98;3,91;5,25;4,50;4,74
1100403;Alto Paraíso;23,62;20,24;27,27;20,66;36,53;4,42;9,17;13,39;24,51;27,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,13;0,00;0,00;0,00;0,00;6,13;0,00;6,13;12,25;6,13;6,13;12,25;6,13;0,00;6,13;6,13;6,13;4,82;4,41;4,22;4,18;3,50;3,27;2,31;3,80;3,85;4,21;3,19
1100452;Buritis;22,58;18,09;12,82;23,73;12,97;6,86;7,87;18,45;23,21;10,06;14,43;0,00;0,00;0,00;16,72;0,00;0,00;0,00;0,00;0,00;0,00;3,57;10,72;0,00;0,00;7,14;0,00;3,57;0,00;3,57;0,00;21,43;14,29;3,57;7,14;3,57;0,00;21,43;7,14;7,14;3,94;4,09;3,46;3,50;3,88;4,22;3,53;3,46;3,83;4,14;3,70
1100502;Novo Horizonte do Oeste;32,26;0,00;10,53;0,00;0,00;0,00;12,82;11,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,04;26,09;0,00;0,00;13,04;13,04;0,00;0,00;0,00;13,04;4,27;4,15;3,10;3,01;3,45;19,80;5,30;2,85;4,06;4,34;4,85
1100601;Cacaulândia;17,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,10;0,00;0,00;0,00;0,00;0,00;24,10;0,00;0,00;0,00;24,10;0,00;0,00;24,10;0,00;24,10;0,00;24,10;2,44;3,68;4,73;3,67;3,96;3,92;2,53;4,46;2,99;3,85;3,10
1100700;Campo Novo de Rondônia;11,05;19,23;6,17;5,75;0,00;12,05;11,56;15,04;43,80;14,60;0,00;0,00;0,00;60,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,31;0,00;0,00;0,00;0,00;33,92;0,00;11,31;0,00;11,31;0,00;0,00;0,00;0,00;0,00;0,00;11,31;4,44;4,88;4,60;4,50;3,37;3,48;3,67;4,13;3,73;3,49;3,04
1100809;Candeias do Jamari;33,78;24,77;18,82;7,56;14,25;23,74;8,72;22,66;17,96;14,75;0,00;0,00;0,00;0,00;0,00;33,78;0,00;80,65;0,00;0,00;0,00;0,00;0,00;4,50;0,00;0,00;0,00;0,00;0,00;4,50;13,49;8,99;13,49;44,97;22,48;22,48;4,50;17,99;31,48;4,50;4,25;3,68;4,57;3,56;4,60;2,90;3,19;3,69;3,96;4,06;3,95
1100908;Castanheiras;21,74;19,23;54,55;0,00;0,00;0,00;27,03;27,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,93;0,00;0,00;0,00;0,00;0,00;4,00;2,95;2,63;5,47;4,01;4,09;3,42;4,32;3,82;4,00;4,24
1100924;Chupinguaia;6,33;32,47;26,14;11,83;16,57;12,35;6,17;13,16;24,69;23,81;0,00;0,00;0,00;84,75;0,00;0,00;0,00;65,36;0,00;0,00;0,00;0,00;0,00;10,73;10,73;0,00;0,00;0,00;0,00;0,00;0,00;21,45;0,00;21,45;10,73;21,45;0,00;0,00;21,45;10,73;3,27;2,60;1,98;2,29;2,75;2,39;2,99;2,34;3,24;3,07;3,35
1100940;Cujubim;16,67;18,25;12,45;9,57;13,10;0,00;28,46;8,23;14,42;9,62;49,26;0,00;0,00;62,11;0,00;0,00;0,00;41,49;0,00;0,00;0,00;0,00;0,00;6,73;0,00;0,00;6,73;0,00;0,00;0,00;13,46;13,46;20,18;26,91;13,46;6,73;6,73;13,46;26,91;13,46;3,16;2,31;2,49;2,61;2,13;2,61;3,15;2,68;3,79;3,99;3,69
1101005;Governador Jorge Teixeira;24,19;15,15;8,93;9,17;22,56;17,86;11,63;19,05;23,26;10,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;12,50;0,00;25,00;12,50;12,50;12,50;12,50;25,00;12,50;0,00;0,00;12,50;37,50;12,50;25,00;0,00;12,50;4,04;3,54;4,60;2,83;5,94;1,93;5,89;2,86;4,08;3,39;4,25
1101104;Itapuã do Oeste;30,93;0,00;7,75;21,05;0,00;0,00;16,81;16,67;18,69;10,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,71;0,00;0,00;11,71;0,00;0,00;23,42;23,42;0,00;11,71;5,27;3,60;3,62;4,05;3,68;2,98;3,41;3,20;2,64;3,92;3,52
1101203;Ministro Andreazza;37,38;10,75;0,00;0,00;21,74;0,00;40,54;15,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,47;0,00;15,47;15,47;0,00;0,00;0,00;0,00;0,00;15,47;3,75;3,45;3,45;4,02;3,77;3,17;2,47;3,94;4,84;4,81;4,81
1101302;Mirante da Serra;7,30;11,17;13,51;12,82;6,25;6,10;5,95;19,61;38,46;27,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,83;0,00;0,00;0,00;10,83;0,00;32,49;21,66;0,00;10,83;0,00;3,35;3,42;4,50;3,70;3,43;3,48;3,80;2,39;4,32;4,44;3,72
1101401;Monte Negro;4,90;16,67;11,56;10,00;13,64;15,08;0,00;17,14;36,14;23,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,80;50,00;0,00;8,66;0,00;0,00;0,00;0,00;8,66;0,00;0,00;0,00;0,00;34,64;17,32;0,00;25,98;8,66;17,32;0,00;0,00;8,66;0,00;3,43;3,57;3,94;3,11;3,04;3,90;2,74;2,61;2,97;4,30;3,80
1101435;Nova União;9,09;27,40;11,11;0,00;11,49;9,62;34,48;23,53;9,71;13,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,13;0,00;0,00;16,13;0,00;0,00;16,13;0,00;0,00;0,00;16,13;16,13;0,00;0,00;0,00;16,13;0,00;16,13;32,26;5,19;3,95;3,77;4,30;4,74;4,57;4,03;4,42;3,47;4,61;3,83
1101450;Parecis;20,41;0,00;0,00;39,22;37,74;0,00;16,95;0,00;22,22;0,00;0,00;140,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;263,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,70;4,10;4,33;3,25;4,32;4,47;5,54;5,07;3,70;3,93;3,76
1101468;Pimenteiras do Oeste;27,03;0,00;58,82;0,00;38,46;0,00;0,00;47,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46,38;46,38;2,56;2,89;2,64;2,44;2,59;2,72;1,99;1,59;1,90;2,90;3,55
1101476;Primavera de Rondônia;21,28;0,00;0,00;31,75;26,32;46,51;0,00;0,00;50,00;48,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65,06;0,00;0,00;32,53;0,00;0,00;0,00;0,00;0,00;3,49;3,85;3,70;4,46;3,67;4,01;4,16;2,53;5,26;5,21;3,58
1101484;São Felipe D'Oeste;16,95;13,70;0,00;13,33;0,00;37,04;0,00;0,00;0,00;15,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,02;0,00;0,00;19,02;38,04;19,02;0,00;0,00;0,00;19,02;3,03;2,27;4,32;2,89;1,79;2,61;6,62;#DIV/0!;0,66;4,75;0,88
1101492;São Francisco do Guaporé;16,23;6,27;13,11;15,02;24,46;13,20;15,04;0,00;27,97;7,60;129,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,14;0,00;6,14;0,00;0,00;0,00;12,28;6,14;0,00;6,14;6,14;0,00;0,00;12,28;0,00;12,28;2,54;3,13;3,48;3,00;2,30;2,74;3,27;3,07;3,23;3,83;3,27
1101500;Seringueiras;29,41;21,28;5,85;10,64;6,49;11,90;12,35;11,11;10,70;15,08;0,00;51,55;0,00;0,00;0,00;117,65;0,00;58,48;0,00;50,25;0,00;0,00;17,90;17,90;8,95;0,00;0,00;8,95;0,00;0,00;17,90;0,00;0,00;8,95;8,95;8,95;0,00;8,95;17,90;8,95;3,56;4,18;4,45;3,77;4,39;3,25;1,23;2,82;3,64;3,97;3,91
1101559;Teixeirópolis;14,49;28,17;0,00;17,24;16,67;46,88;23,81;0,00;0,00;20,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,50;0,00;23,50;0,00;0,00;23,50;0,00;23,50;3,77;4,82;4,70;4,60;5,38;4,71;4,83;3,20;5,94;5,95;5,93
1101609;Theobroma;16,00;28,04;0,00;20,55;7,63;0,00;17,39;24,10;10,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,33;12,33;0,00;0,00;0,00;12,33;12,33;0,00;0,00;0,00;0,00;0,00;0,00;24,65;0,00;0,00;12,33;0,00;0,00;0,00;2,63;3,18;4,06;3,83;4,72;4,90;3,88;3,46;4,61;3,10;3,68
1101708;Urupá;16,39;28,99;0,00;13,33;7,19;23,53;13,99;24,84;18,63;17,86;0,00;90,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,32;0,00;18,65;18,65;9,32;9,32;9,32;0,00;0,00;4,53;5,04;4,34;4,59;4,03;4,36;2,43;3,78;4,34;4,01;4,61
1101757;Vale do Anari;0,00;28,30;27,27;0,00;0,00;10,75;27,78;40,00;24,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,91;0,00;0,00;0,00;0,00;0,00;12,84;0,00;0,00;12,84;0,00;0,00;0,00;0,00;12,84;38,52;0,00;12,84;0,00;0,00;12,84;25,68;25,68;4,72;4,53;7,06;4,20;4,03;4,48;3,53;4,12;4,89;4,59;4,17
1101807;Vale do Paraíso;11,11;15,87;40,82;0,00;0,00;37,04;16,13;13,89;35,71;43,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,43;30,87;0,00;0,00;15,43;15,43;0,00;15,43;3,63;2,86;3,01;3,40;3,85;4,09;3,23;4,36;4,32;5,35;4,99
1200013;Acrelândia;18,59;13,82;4,50;19,53;13,89;0,00;12,66;3,98;24,39;4,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,32;7,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,26;0,00;7,13;0,00;7,13;0,00;28,53;7,13;21,40;0,00;7,13;0,00;3,18;2,88;3,62;2,80;2,46;2,89;2,39;2,68;3,27;3,31;3,18
1200054;Assis Brasil;20,41;33,61;42,11;16,13;22,73;22,56;23,26;14,76;38,30;25,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,35;0,00;0,00;12,35;0,00;24,69;0,00;0,00;12,35;12,35;24,69;12,35;24,69;12,35;37,04;12,35;49,38;24,69;24,69;37,04;3,05;2,75;3,68;2,96;2,50;3,23;1,07;2,79;2,67;1,72;1,80
1200104;Brasiléia;16,45;30,13;32,65;19,30;14,81;16,67;7,59;28,57;31,37;9,63;0,00;21,05;0,00;19,80;0,00;0,00;0,00;40,82;0,00;0,00;3,85;7,69;3,85;7,69;7,69;11,54;7,69;11,54;11,54;15,38;3,85;0,00;0,00;0,00;15,38;7,69;3,85;11,54;15,38;15,38;3,23;3,08;2,95;3,04;2,85;3,19;3,15;3,35;3,34;3,22;3,20
1200138;Bujari;4,13;8,06;12,10;6,51;3,27;18,24;12,45;11,95;8,70;19,53;62,50;0,00;51,28;0,00;0,00;0,00;0,00;0,00;0,00;39,06;7,74;0,00;0,00;0,00;7,74;7,74;7,74;0,00;0,00;0,00;15,48;7,74;30,97;7,74;0,00;0,00;0,00;7,74;0,00;30,97;4,31;3,90;3,23;2,26;2,38;2,55;2,28;2,22;2,92;2,90;2,61
1200179;Capixaba;34,19;18,26;30,93;20,58;18,02;4,61;5,26;18,60;10,99;11,11;0,00;0,00;0,00;0,00;0,00;0,00;45,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,25;0,00;0,00;0,00;0,00;0,00;9,62;0,00;9,62;48,11;0,00;28,87;0,00;9,62;9,62;0,00;2,59;3,45;2,66;1,98;1,54;2,33;1,91;2,71;4,01;1,99;1,97
1200203;Cruzeiro do Sul;15,95;13,05;13,48;13,06;17,08;19,35;11,83;18,95;15,24;18,17;5,54;11,60;0,00;5,74;0,00;0,00;5,44;6,13;0,00;0,00;2,18;2,18;2,18;0,00;1,09;0,00;2,18;2,18;1,09;1,09;22,85;16,32;14,15;13,06;17,41;14,15;15,24;9,79;7,62;6,53;5,46;4,50;4,17;4,17;3,76;4,12;3,65;3,51;3,97;4,02;3,31
1200252;Epitaciolândia;7,63;10,75;22,22;13,75;29,30;12,74;20,48;16,45;7,19;24,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;0,00;21,33;0,00;5,33;0,00;0,00;5,33;0,00;10,66;10,66;5,33;5,33;5,33;0,00;21,33;0,00;10,66;4,12;3,38;3,16;2,23;2,58;4,08;2,74;2,86;4,27;5,74;10,19
1200302;Feijó;26,54;37,56;32,37;21,61;44,42;45,92;35,49;34,87;28,43;34,28;0,00;0,00;0,00;11,06;12,64;0,00;0,00;0,00;0,00;11,82;5,65;5,65;5,65;2,82;5,65;14,11;5,65;5,65;0,00;11,29;14,11;2,82;8,47;5,65;33,87;25,41;11,29;14,11;19,76;14,11;5,37;4,94;6,71;4,37;3,94;3,91;6,23;3,45;4,84;4,70;2,97
1200328;Jordão;24,82;18,32;11,41;26,32;21,90;13,76;24,39;23,65;43,48;21,90;0,00;38,61;0,00;0,00;0,00;35,46;0,00;0,00;0,00;0,00;0,00;10,84;0,00;0,00;10,84;0,00;32,53;0,00;0,00;21,69;10,84;10,84;0,00;10,84;21,69;0,00;10,84;10,84;10,84;10,84;5,11;4,66;4,55;5,48;5,00;5,19;5,81;5,33;5,10;6,48;4,45
1200336;Mâncio Lima;12,11;22,78;6,15;8,38;29,97;28,99;19,05;10,55;21,21;11,30;0,00;24,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,36;0,00;5,18;5,18;5,18;20,73;5,18;15,54;10,36;10,36;15,54;5,49;4,42;7,04;5,40;4,27;4,05;4,68;4,29;3,96;4,13;3,50
1200344;Manoel Urbano;45,27;33,83;29,66;42,15;15,87;69,57;10,71;61,59;33,06;45,61;54,64;0,00;39,53;0,00;0,00;41,15;0,00;0,00;0,00;0,00;16,67;8,34;8,34;8,34;16,67;16,67;0,00;8,34;8,34;25,01;8,34;25,01;8,34;33,34;16,67;50,02;8,34;50,02;8,34;50,02;7,22;5,87;5,00;5,84;4,38;5,64;4,17;5,12;4,23;4,15;4,17
1200351;Marechal Thaumaturgo;34,93;20,22;19,89;33,51;24,57;20,09;11,98;15,80;10,87;0,00;0,00;0,00;18,18;21,10;0,00;0,00;22,47;56,82;0,00;0,00;5,85;0,00;11,70;5,85;5,85;0,00;0,00;0,00;0,00;0,00;23,40;5,85;0,00;17,55;17,55;5,85;11,70;5,85;0,00;0,00;8,34;4,73;4,57;4,35;4,05;4,54;4,22;3,81;3,82;3,53;3,13
1200385;Plácido de Castro;9,32;22,86;8,85;9,84;16,18;15,72;24,56;14,18;7,81;20,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,04;0,00;12,08;6,04;6,04;6,04;0,00;0,00;0,00;0,00;12,08;18,12;36,23;12,08;24,15;12,08;0,00;24,15;6,04;12,08;4,32;4,21;4,14;3,68;2,76;4,08;2,94;3,58;3,38;4,04;3,33
1200393;Porto Walter;8,00;19,08;8,70;21,28;31,50;22,22;20,91;14,79;26,32;17,70;0,00;0,00;28,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,32;18,63;9,32;0,00;0,00;0,00;0,00;18,63;9,32;18,63;9,32;9,32;18,63;0,00;18,63;0,00;37,26;8,48;5,89;5,06;4,97;4,93;4,48;4,12;4,64;4,63;4,04;2,97
1200401;Rio Branco;16,97;16,51;15,72;13,31;16,47;13,76;17,75;18,88;17,56;19,23;4,59;4,66;4,35;3,06;8,43;5,71;1,44;12,10;3,10;1,94;4,93;3,84;2,47;2,47;2,74;3,84;1,92;3,29;8,50;8,22;17,00;20,01;15,63;13,71;18,09;14,53;16,18;17,55;18,64;18,37;4,13;2,71;2,98;2,71;2,39;2,58;2,60;2,59;2,84;3,13;2,55
1200427;Rodrigues Alves;22,84;17,68;32,89;30,05;15,23;41,92;17,29;17,91;6,23;10,60;18,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,69;13,39;6,69;0,00;13,39;0,00;6,69;0,00;6,69;0,00;13,39;6,69;0,00;20,08;13,39;6,69;6,69;6,69;6,69;20,08;7,41;5,78;7,87;6,34;4,88;4,78;4,46;5,73;5,75;5,28;4,10
1200435;Santa Rosa do Purus;64,86;80,00;115,79;40,40;57,97;48,39;60,40;84,27;64,81;114,43;47,17;48,78;0,00;38,61;0,00;0,00;0,00;0,00;0,00;0,00;29,75;29,75;59,50;44,62;0,00;44,62;29,75;29,75;14,87;29,75;59,50;59,50;59,50;89,25;74,37;44,62;118,99;59,50;74,37;89,25;16,05;7,33;7,20;7,65;6,28;7,99;6,76;9,00;10,61;7,38;4,73
