IBGE;IPSAMZ21;NHB_21;FBE_21;OP_21;NHB1_21;NHB2_21;NHB3_21;NHB4_21;FBE1_21;FBE2_21;FBE3_21;FBE4_21;OP1_21;OP2_21;OP3_21;OP4_21;NHB11_21;NHB12_21;NHB13_21;NHB14_21;NHB15_21;NHB21_21;NHB22_21;NHB23_21;NHB31_21;NHB32_21;NHB33_21;NHB34_21;NHB41A_21;NHB41B_21;NHB42A_21;NHB42B_21;NHB43_21;FBE11_21;FBE12_21;FBE13_21;FBE14_21;FBE15_21;FBE21_21;FBE22_21;FBE23_21;FBE24_21;FBE31_21;FBE32_21;FBE33_21;FBE34_21;FBE35_21;FBE41_21;FBE42_21;FBE43_21;FBE44_21;FBE45_21;OP11_21;OP12_21;OP13_21;OP14_21;OP21_21;OP22_21;OP23_21;OP24_21;OP31_21;OP31B_21;OP32_21;OP33A_21;OP33B_21;OP41_21;OP42_21
1505908;52,05;60,28;52,59;43,29;89,06;27,72;62,66;61,68;25,53;7,83;90;86,99;26,02;50,46;89,09;7,58;29,95;2,43;12,16;185,99;4,99;55,04;32,74;50,23;48,43;57,94;71,28;67,47;32,27;5;12,97;4;2,43;9,6;48,2;62;3,5;12,9;3,3;0,5;37,32;10,17;19,45;36,47;51,05;26,74;4,86;73,78;7,18;8,75;44,22;5,77;61,54;0,22;5;8;1;31,64;33,35;15,23;0;1;17,05;17,04;2;11,57;6,78
1506005;53,54;65,23;50,28;45,1;93,54;25,58;75,92;65,87;40,46;5,22;87,7;67,75;27,02;53,41;89,63;10,35;14,57;3,35;3,35;133,6;4,9;49,07;26,76;25,95;25,81;68,66;98,25;92,74;26,73;5;6,7;3;10,04;5,5;32,7;57,7;3,75;12,9;2,04;0,57;31,86;1,07;10,04;50,22;80,36;36,83;6,7;19,47;13,92;7,54;147,53;8,85;63,64;0,3;4;0;2;30,86;0,22;30,73;0;1;11,85;7,09;2;14,7;9,91
1506104;54,62;67,87;46,92;49,07;90,19;58,75;74,44;48,11;43,72;13,02;76,43;54,53;30,64;55,44;99,33;10,88;5,24;18,48;9,24;509,07;4,19;73,65;0,32;65,46;67,41;75,68;73,89;78,32;57,51;6;21,56;5;15,4;1,9;33,5;67,5;4,05;15;6,37;3,94;58,33;10,45;36,95;92,38;138,57;64,67;9,35;0;69,64;0,32;78,01;1,93;55,56;5,34;12;7;2;27,75;6,13;29,84;0;1;6,37;0;1;16,81;9,61
1506112;50,66;65,27;49,26;37,46;88,92;39,99;77,13;55,02;43,6;6,25;81,99;65,18;21,5;43;79,07;6,25;12,35;7,35;32,86;0;4,19;38,52;12,72;39,07;76,12;82,1;75,93;75;44,64;6;14,7;4;9,8;3,1;37,7;61;4,1;13;2,04;0,91;31,9;6,23;36,74;66,14;117,58;51,44;0;0,55;27,05;0,35;2,89;0,88;44,44;2,12;11;7;4;37,04;176,42;31,48;0;1;25,5;67,01;3;8,3;6,32
1506138;53,74;57,81;56,86;46,56;88,8;19,83;93,8;28,8;65,12;28,36;77,76;56,21;34,2;67,96;69,59;14,49;22,03;2,37;27,13;57,97;4,39;42,5;1,44;45,44;92,16;94,06;90,68;97,37;125,63;6;80,59;6;80,99;2;17,7;41,2;4,5;5,8;38,37;7,21;99,74;4,96;44,82;61,33;141,53;81,38;2,36;0,37;69,42;0,07;10,37;0,9;66,67;4,56;4;0;5;23,25;1,74;18,72;1,48;2;39,45;52,8;3;21,32;13,42
1506161;54,85;59,58;55,64;49,33;91,82;18,9;86,62;40,99;63,48;28,43;79,64;51,01;33,47;52,18;98,01;13,64;14,23;10,99;5,5;0;5,33;46,35;6,1;45,13;75,11;87,1;87,78;92,36;104,13;6;51,3;6;21,99;3,3;20,8;37,2;4,55;5,3;32,76;2,82;81,6;40,16;43,97;54,97;115,43;71,46;5,5;0;82,96;0,74;87,04;10,38;63,64;4,94;4;0;2;28,83;4,84;48,4;0;1;18,98;0;1;18,96;13,3
1506187;54,82;65,2;51,04;48,24;92,8;37,01;82,61;48,4;55,99;10,72;83,24;54,2;21,7;61,53;99,86;9,85;9,45;1,91;9,55;189,04;6,57;82,7;2,56;72,72;79,48;91,27;65,86;92,77;70,14;6;35,65;5;14,01;3;30;41,9;4,65;10,8;7,96;2,73;44,27;8,09;34,38;45,84;152,8;34,38;3,82;0,05;68,49;1,68;70,27;8,12;46,67;1,59;2;5;3;24,76;1,66;21,36;0;1;1,36;0;1;12,91;10,07
1506195;50,81;62,78;53,82;35,85;91,14;18,28;76,2;65,49;51,23;7,28;90,77;66;17,27;56,19;63,85;6,07;22,11;5,09;3,96;245,7;5,09;37,74;8,74;39,6;59,31;83,27;69,59;87,12;20,64;5;6,6;3;11,88;5;33,8;51,1;4,6;7,1;2,84;0,61;21,75;19,49;19,8;19,8;53,45;25,74;7,92;26,31;32,23;11,37;63,56;17,53;38,46;0,87;2;0;2;25,8;45,5;17,2;11,49;4;28,18;16,49;2;8,33;5,98
1506203;54,74;69,06;55,1;40,07;91,24;58,82;83,34;42,82;57,75;21,74;74,5;66,43;28,27;59,5;65,06;7,47;11,76;2,46;17,21;482,16;3,98;78,75;3,36;89,23;84,1;71,08;88,45;87,73;87,68;6;44,25;6;13,11;2,3;24,6;49,7;4,25;7;23,51;2,63;83,79;15,64;81,13;95,88;100,8;51,63;4,92;0,99;16,57;3,8;2,01;0,15;53,85;4,15;8;5;5;24,71;98,87;29,41;10,75;4;16,65;9,95;2;10,47;7,23
1506302;54,82;64,76;53,77;45,93;87,86;45,53;67,54;58,13;51,28;12,29;83,72;67,78;23,31;58,82;90,28;11,32;20,77;8,42;21,05;264,55;4,85;88,47;67,38;30,48;39,74;45,49;87,84;83,66;25,08;5;16,84;4;19,65;3,6;29,7;47;4,3;11,7;3,14;1,77;44,5;27,94;46,31;50,52;113,67;25,26;4,21;0,01;13,47;0,37;3,22;2,16;45,45;3,12;3;6;4;28,19;8,49;37,98;0;1;5,66;10,79;2;16,25;10,74
1506351;56,87;64,84;53,01;52,77;90,68;44,77;81,97;41,94;60,97;17,17;75,59;58,3;39,54;63,46;100;8,08;15,15;4,74;18,98;0;5,42;78,54;9,57;64,52;72,1;74,31;86,24;90,2;98,11;6;53,77;6;17,39;1,6;23;47,1;4,5;7,7;13,44;3,7;72,86;11,97;33,21;109,11;132,83;75,9;4,79;0;59;0,6;3,14;0,05;72,73;6,57;4;6;5;23,94;1,66;47,88;0;1;0;0;1;11,24;7,88
1506401;58,62;81,07;50,94;43,86;89,69;52,38;89,99;92,2;34,3;10,18;88,66;70,6;23,48;47,48;99,28;5,19;18,18;9,87;15,1;0;5,31;82,75;22,79;57,95;68,83;90,18;97,89;95,96;0;1;3,29;2;9,87;4,5;39,3;65,9;3,3;14,3;7,89;0,34;37,07;16,64;24,68;29,62;59,24;49,37;0;0;0;0;9,38;1,84;55,56;0,19;2;0;1;30,91;4,61;53,64;0;1;6,85;0;1;7,31;5
1506500;54,71;63,47;51,44;49,22;90,33;37,04;85,05;41,45;52,71;18,29;79,46;55,3;33,84;63,73;89,18;10,11;17,07;1,89;18,36;100,9;6,17;78,95;1,15;86,16;87,18;72,41;86,36;92,25;128,68;6;85,22;6;19,77;2,6;27,4;50,1;4,05;10,3;15,8;5,27;69,32;13,3;60,73;62,15;96,04;49,43;7,06;1,34;75,73;0,15;5,04;0,17;66,67;4,3;2;3;4;19,68;5,31;48,8;0;1;16,13;20,63;2;14,32;9,69
1506559;51,27;59,73;50,89;43,18;90,7;20,28;79,42;48,51;49,23;10,45;84,44;59,44;19,24;54,6;89,11;9,79;16,64;5,04;5,04;273,43;7,62;7,31;59,09;8,01;59,46;82,86;80,19;88,46;70,97;6;31,91;5;13,44;2;33,8;45,1;3,9;14,1;12,8;3,48;38,2;0,99;40,31;45,34;131;30,23;0;28;92,18;0,08;13,43;2,27;36,36;2,92;2;7;2;27,78;0,7;38,24;0;1;16,86;12,39;2;13,15;9,82
1506583;50,27;56,89;48,59;45,34;89,49;20,94;76,08;41,04;43,03;5,06;92,93;53,35;22,99;50,86;100;7,5;27,91;0;4,66;552,49;6,12;45,99;38,52;8,09;41,67;70,15;91,29;88,47;44,09;6;41,96;6;21,76;4,1;31;54,2;3,35;11,9;2,62;1,16;10,87;13,86;13,99;13,99;74,6;9,32;4,66;0,16;58,13;1,3;151,87;38,22;45,45;2,88;8;0;2;24,19;154,12;16,28;0;1;0;0;1;11,05;6,95
1506609;52,95;62,53;47,42;48,9;88,77;40,21;80,57;40,55;39,33;15,9;82,83;51,64;36,02;53,85;100;5,71;15,38;4,03;32,18;0;4,99;81,43;61,12;40,48;67,48;83,19;79,28;87,82;101,48;6;50,95;6;24,13;5;35,5;53,7;3,75;15,7;15,17;5,71;66,11;1,68;28,16;60,34;96,54;60,34;4,02;0;91,12;0,06;8,21;0,6;72,73;4,04;6;0;2;24,62;78,79;25,71;0;1;0;0;1;8,04;5,51
1506708;47,97;61,43;47,23;35,24;93,67;14,18;85,52;52,36;36,42;6,25;90,1;56,15;21,04;45,52;69,08;5,3;8,31;1,37;4,12;349,65;6,26;17,02;2,37;12,86;82,84;69,8;93,52;92,13;23,49;5;27,47;5;19,68;6,7;34,5;48,1;3,15;14;1,84;1,56;26,96;8,77;17,85;37,08;41,2;21,97;9,61;0;63,14;1,19;41,89;6,02;46,67;1,12;7;0;3;26,91;247,43;17,28;5,95;3;54,89;17,49;2;7,66;5
1506807;60,02;68,15;64,21;47,69;90,77;51,03;85,08;45,71;71,75;30,11;80,25;74,74;31,1;83,06;64,97;11,64;21,17;0,66;14,12;180,21;5,11;56,04;70,71;51,09;77,21;81,29;89,09;89,31;45,56;6;28,23;5;27,03;0,5;18,6;35,5;5,05;5,7;10,93;9,44;162,6;8,53;29,88;87,66;102,76;55,81;5,91;28,66;17,44;1,53;17,91;0,95;61,9;3,77;6;0;10;18,88;1,45;22,44;1,63;2;83,58;59,56;3;17,66;10,46
1506906;55,87;66,54;50,71;50,35;83,22;64,13;73,68;45,13;62,46;10,87;69,24;60,29;28,56;61,23;96,68;14,93;21,05;14,91;44,72;0;4,98;81,57;10,51;70,78;83,82;75,55;63,43;75,04;70,98;6;24,84;5;29,81;1,4;27,3;55,2;5,1;5,3;4,26;1,45;57,55;8,34;89,43;119,24;104,34;59,62;15,01;12,7;65,94;0,33;16,52;2,07;55,56;3,85;3;5;2;21,05;1,52;25,26;0;1;0;0;1;21,91;13,86
1507003;55,97;66,47;51,46;49,98;92,13;47,59;83,26;42,91;53,36;13,31;81,34;57,81;36,45;62,07;90,64;10,76;17,58;3,2;9,53;221,33;3,93;64,7;75,33;55,26;68,92;73,89;91,33;92,17;93,76;6;48,71;6;12,71;3,1;28,8;46,5;4,1;9,2;8,17;3,04;51,48;16,62;31,76;76,23;95,29;60,35;3,22;0;61,51;0,12;8,95;0,03;72,73;4,35;3;0;4;22,85;31,95;32,23;0;1;2,17;4,01;2;15,63;10,1
1507102;54,87;65,02;51,73;47,86;93,03;43,74;80,07;43,24;37,94;9,74;87,19;72,05;24,86;59,71;100;6,85;8,93;0;22,16;0;4,06;82,43;5,8;21,22;62,61;76,16;90,99;84,22;102,51;6;48,01;6;11,08;5,6;34,5;57,9;3,5;13,4;1,85;1,67;42,72;16,79;22,16;60,94;72,02;22,16;5,54;41,33;50,46;0,56;8,82;1,16;54,55;1,49;4;7;3;23,21;4,72;41,52;0;1;0;0;1;12,35;5
1507151;50,78;64,65;47,05;40,65;91,98;36,69;89,78;40,14;44,82;8,04;84,24;51,1;18,31;59,33;77,23;7,75;14,2;0;19,56;0;5,03;76,31;66,32;68,77;76,06;94,89;93,19;91,34;89,14;6;45,65;6;26,09;3,6;31,8;52,1;3,65;13,1;1,66;1,17;52,39;0,91;19,56;70,43;148,69;19,56;3,91;0,93;92,87;0,3;24,96;0,85;36,36;2,25;2;0;2;24,72;9,29;16,19;0;1;43,1;61,11;3;11,43;7,16
1507201;46,52;55,41;45,22;38,92;93,01;27,95;50,49;50,21;33,45;7,69;86,57;53,2;25,07;53,1;67,18;10,34;10,75;4,7;8,35;215,05;4,63;41,36;25,78;22,08;40,79;55,52;47,61;55,19;67,21;6;27,09;5;5,21;4,1;42,5;64,3;3,55;17,2;1,04;0,42;37,23;13,54;25,01;25,01;115,66;43,77;4,18;0;80,59;0,26;20,26;7,25;55,56;1,34;4;0;2;30,97;4,33;30,54;0;1;139,2;101,08;3;15,1;9,66
1507300;53,45;58,38;52,51;49,46;89,98;18,97;71,89;52,67;36,64;5,33;94,05;74,03;28,57;64,3;99,94;5,04;27,91;1,56;7,78;93,02;6,44;13,24;3,66;1,83;56,24;59,54;82,44;81,72;30,92;5;25,17;5;18,16;8,6;34,9;45;3,45;12,3;6,08;0,78;19,56;3,7;7,78;12,45;60,71;20,24;0,78;59,42;23,62;7,19;231,7;45,35;66,67;0,51;5;7;5;27,81;6,39;19,07;0;1;0,58;0;1;6,87;5
1507409;53,83;68,47;45,58;47,44;91,12;56,66;75,1;50,98;44,73;9,68;75,79;52,14;29,23;65,83;87,3;7,38;17,02;6,3;12,59;0;5,28;62,64;63,06;33,87;56,41;72,11;77,82;86,57;40,59;6;12,59;4;29,38;2,9;28,3;58,3;3,7;14,7;5,91;1,16;51,9;3,56;31,48;62,96;195,19;75,56;12,59;0;88,02;0,07;13,75;1,19;55,56;4,33;4;0;3;18,72;1,78;22,13;0;1;34,09;26,67;2;10,52;7,05
1507458;52,58;65,96;52,16;39,62;92,54;36,6;87,58;47,13;57,34;9,96;83,17;58,17;24,7;51,53;70,41;11,86;11,47;6;4,02;229,36;6,12;57,74;30,65;54,55;70,02;87,94;94,24;92,27;73,22;6;32,2;5;20,12;2,7;29,4;40,7;4,5;9,3;2,37;1,76;43,1;16,67;56,34;36,22;156,96;12,07;4,02;15,73;78,66;0,15;37,29;1,78;54,55;1,38;4;0;2;25,23;82,29;37,84;0;1;108,35;70,17;3;16,3;11,67
1507466;55,24;68,96;51,69;45,06;90,23;61,13;75,44;49,05;54,45;19,86;69,39;63,07;25,9;51,14;87,18;16,05;24,69;0;16,29;0;5,58;84,29;67,21;89,73;75,97;61,6;78,4;83,11;84,12;6;38,01;5;10,86;1,7;25,6;48,7;4,5;14,6;3,67;1,24;58,61;61,93;65,16;130,31;162,89;48,87;16,5;17,11;57,29;1,54;16,29;0,8;55,56;1,93;5;0;0;20;112,66;18,82;0;1;0;19,32;2;21,5;16,13
1507474;52,33;62,49;49,46;45,04;88,95;39,23;73,18;48,6;49,13;9,21;76,04;63,48;29,35;61,43;76,66;12,75;22,8;4,34;17,36;325,73;4,48;79,44;15,31;93,27;69,46;74,66;72,84;74,66;41,98;6;28,93;5;13,02;2,7;30,9;63,5;4,05;8,4;4,88;1,08;50,45;3,89;52,07;69,43;164,89;69,43;4,34;0,09;31,73;1,59;11,73;0,95;63,64;1,98;7;8;3;23,13;6,54;28,66;0;1;48,6;43,61;3;19,44;11,41
1507508;50,33;55,87;48,24;46,88;85,53;28,31;68,53;41,1;44,11;5,04;90,53;53,3;30,63;50,93;100;5,98;16,22;14,29;28,59;0;7,99;33,57;15,48;25,81;23,87;76,96;79,14;80,35;116,64;6;45,25;6;21,43;3,5;33,9;59,5;3,75;11,3;0,33;0,35;25,37;8,52;28,58;14,29;71,45;14,29;7,52;0;74,91;1,46;65,12;2,49;66,67;1,99;3;8;1;26,49;70,54;22,7;0;1;0;0;1;9,22;5,29
1507607;50,93;58,98;47,47;46,33;92,3;22,57;78,69;42,38;43,42;11,12;81,69;53,66;29,22;47,22;99,76;9,13;16,2;3,4;6,78;107,99;5,75;41,79;7,6;38,14;62,29;70,76;88,13;86,55;99,21;6;42,38;6;15,26;2,7;36,3;59,3;4,1;15,5;6,71;2,54;53,87;5,64;49,16;57,64;125,45;35,6;3,39;0;81,03;0,17;9,17;1,26;60;2,98;8;0;0;24,95;53,15;47,52;0;1;2,29;0;1;12,48;9,04
1507706;54,72;61,11;58,8;44,25;90,95;14,14;71,66;67,68;50,98;10,1;91,98;82,12;26,65;55,23;89,76;5,35;15,21;13,14;3,75;190,11;5,09;35,25;4,32;15,97;36,53;44,94;94,76;93,43;30,59;5;7,51;3;1,25;2,8;31,5;45,5;4,35;14;4,9;0,55;41,47;17,4;7,51;26,28;67,57;15,02;7,6;44,46;7,8;0,39;1,86;0,44;63,64;0,04;3;0;1;24,9;25,54;19,77;0;1;10,62;15,57;2;7,81;5
1507755;52,72;66,12;45,4;46,64;90,63;38,16;91,38;44,32;33,8;11,46;87,39;48,95;32,03;52,82;84,17;17,56;10,75;0;28,34;0;6,13;84,13;0,23;73,16;86,52;88,7;94,24;93,91;60,77;6;28,11;5;33,73;10,5;39,6;50,2;4,5;15;2,54;2,62;50,14;17,59;16,86;16,86;134,91;16,86;16,98;0;90,09;0,89;130,83;2,5;66,67;3;7;0;2;22,58;122,27;24,73;0;1;64,08;23,21;2;24,28;17,2
1507805;49,86;54,69;49,05;45,85;90,57;28,35;60,8;39,03;40;8,21;84,61;63,37;34,33;49,81;89,56;9,71;16,39;8,58;8,58;327,87;4,83;42,88;24,87;66,91;42,91;65,03;60,99;68,48;81,54;6;111,51;6;31,45;7,4;33,1;53,9;4,25;13,8;5,43;0,7;8,04;30,86;34,31;34,31;85,78;51,47;8,45;72,21;11,09;32,83;636,95;51,39;77,78;1,31;2;3;1;32,79;1,86;27,87;0;1;12,49;18,57;2;13,98;9,18
1507904;59,31;74,91;55,19;47,84;90,52;72,01;76,83;60,28;50,4;15,87;82,06;72,42;27,74;56,83;100;6,79;10,36;3,94;19,71;259,07;5,99;78,99;69,46;77,69;83,41;86,17;79,83;62,93;28,72;5;10,51;4;9,2;2,3;30,5;47,3;3,8;11,9;4,32;2,92;67,5;26,25;35,47;63,06;141,88;35,47;3,94;7,38;1,23;0,26;11,28;1,13;63,64;0,82;8;7;3;26,68;4,15;44,3;0;1;0;0;1;9,1;6,82
1507953;47,44;58,83;51,66;31,83;92,1;19,73;81,64;41,84;47,67;7,67;93,57;57,72;26,28;59,26;34,31;7,45;17,21;1,68;14,11;68,82;4,26;33,6;64,15;13,18;71,85;66,25;93,98;88,56;79,07;6;46,71;6;17,87;2,8;28,7;56,8;4,05;13,7;2,28;0,92;37,89;9,5;4,7;27,27;55,48;17,87;0,94;0;52,46;3,06;50,1;3,53;53,85;2,73;6;7;4;26,84;0,73;45,35;6,67;3;420,51;107,72;3;11,04;6,86
1507961;53,95;65,67;48,7;47,47;95,01;45,32;80,36;42,01;52,95;7,3;81,57;53,01;36,39;59,37;85,98;8,14;5,49;0;8,53;0;6,07;78,26;1,91;40,96;82,95;79,06;77,2;82,56;125,34;6;62,57;6;17,06;2,2;27,2;53,4;3,95;9,1;3,59;1,66;38,31;2,87;34,13;34,13;187,71;22,82;17,06;0;83,8;0,41;11,27;0,25;77,78;2,79;4;0;2;23,08;20,22;19,78;0;1;46,74;33,16;2;11,6;7,76
1507979;60,25;75,95;59,19;45,61;97,16;46,44;89,32;70,88;71,87;6,05;85,24;73,61;15,4;56,41;98,45;12,19;3,22;0;5,33;0;3,68;88,28;68,33;60,54;86,21;87,88;96,31;86,14;19,25;4;7,1;3;10,66;1,5;15,8;40,4;5,15;3,5;1,63;0,56;35,64;3,74;26,64;47,95;117,21;31,97;5,33;27,5;19,37;2,42;18,1;2,7;36,36;0,16;2;0;2;27,33;15,24;20,9;0;1;14,86;0;1;16,68;12,04
1508001;53,59;61,6;50,51;48,66;94,08;30,64;79,96;41,73;54,76;10,24;80,21;56,82;33,2;63,72;89,04;8,7;14,52;3,17;9,46;66,01;2,24;61,79;54,53;68,39;62,5;72,75;91,16;86,37;136,9;6;76,7;6;18,39;3,5;25,4;52,9;4,3;7,1;2,67;1,01;47,3;16,44;26,79;69,35;104,02;80,38;4,93;0,35;58,89;1,52;55,56;4,59;66,67;3,84;5;0;4;25,28;7,72;18,09;0;1;17,5;17,32;2;12,39;8,31
1508035;49,46;57,23;47,59;43,57;92,58;15,69;65,83;54,82;42,16;4,13;78,25;65,81;26,79;50,76;88,51;8,23;14,61;3,23;3,23;417,54;5,02;37,45;1,61;12,34;35,56;54,4;78,56;82,07;46,57;6;17,23;4;10,77;4,1;32,2;58;3,6;12,9;2,39;0,59;22,72;1,11;58,14;41,99;113,05;67,83;12,92;21,68;54,08;0,13;2,77;0,93;54,55;2,88;8;0;2;27,56;17,39;59,92;0;1;22,52;11,05;2;10,92;8,33
1508050;49,05;50,57;55,7;40,89;86,81;1,16;67,04;47,26;47,32;7,61;90,58;77,31;16,7;49,7;87,63;9,53;25,45;5,3;14,7;666,77;5,99;4,22;48,65;20,02;53,77;66,63;57,94;83,64;55,25;6;14,04;4;47,4;4,3;34,7;50,3;4,35;12,2;0,22;0,99;32,36;16,81;15,8;21,06;110,59;10,53;5,27;68,39;13,81;15,09;172,55;46,43;36,36;1,1;6;0;2;31,27;65,44;26,55;0;1;30,99;6,56;2;13,01;9,43
1508084;56,16;66,49;53,84;48,15;89,62;39,03;91,75;45,55;52,39;25,46;86,72;50,78;30,98;66,23;89,22;6,18;17,74;7,58;10,1;284,9;6,46;60,83;21,61;82,71;79,37;86,73;99,24;96,63;68,1;6;37,88;5;27,78;3,2;28,2;42,4;4,1;12,1;40,99;3,4;71,46;14,83;17,68;42,93;93,43;42,93;5,05;0,06;91,76;0,42;31,69;3,29;61,54;3,79;7;0;5;22,1;5,22;35,88;0;1;15,8;19,32;2;8,53;6,06
1508100;50,21;65,63;55,67;29,33;92,56;45,62;86,48;37,84;55,24;14,17;84,7;68,56;26,5;64,77;8,02;18,01;15,64;0,88;11,44;55,87;5,3;85,55;69,56;90,24;87,34;81,87;92,03;84,57;74,81;6;61;6;37,25;2,4;26,5;43,9;4,35;12,1;6,69;6,64;65,94;3,97;16,72;71,27;117,02;22;8,8;25,93;40,42;3,91;8,84;0,64;53,85;2,88;6;8;4;23,85;3,97;19,66;20,79;4;632;489,07;5;26,03;16,96
1508126;53,62;61,04;55,99;43,82;93,34;28,57;69,43;52,82;72,58;5,04;92,28;54,08;32,46;55,3;82,69;4,84;15,77;1,69;10,13;0;4,12;68,14;2,97;100;67,68;78,66;45,57;84,6;36,88;5;30,96;5;17,45;0,8;16,6;47,7;5,5;3,6;1,56;1,09;21,4;7,64;16,89;6,76;81,07;20,27;3,38;0;70,79;2,27;51,68;4,41;72,73;1,48;4;0;2;28,15;3,88;29,73;0;1;78,18;29,81;2;6,27;5
1508159;50,09;53,1;53,74;43,43;93,29;6,11;70,65;42,35;60,9;10,67;83,89;59,51;18,26;57,86;90,22;7,39;15,33;2,2;2,2;127,71;6,05;3,64;5,26;13,81;55,01;86,45;52,12;84,69;95,82;6;50,58;6;15,39;2,2;22,5;43;4,2;6;9,51;1,45;44,53;8,15;28,59;57,17;138,53;28,59;4,4;8,62;34,92;9,79;125,79;16,77;38,46;1,58;2;3;2;21,84;12,5;40,74;0;1;6,2;2,45;2;10,12;7,3
1508209;52,91;61,96;52,64;44,11;89,58;30,68;84,51;43,09;53,37;12,46;85,87;58,87;22,35;61,34;86,58;6,16;16,83;3,73;20,49;280,5;5,05;47,79;49,82;15,27;76,86;86,39;90,55;82,45;93,43;6;47,81;6;11,8;2,5;29,8;44,3;4,1;10,9;5,05;1,77;54,09;18,22;27,94;57,74;65,19;40,98;3,73;0,09;56,7;0,4;3,04;0,13;46,15;2,22;2;0;4;24,54;4,6;40,67;0;1;40,98;22,2;2;8,21;6,22
1508308;52,03;61,86;49,91;44,33;91,41;27,51;67,34;61,17;41,85;9,25;90,24;58,31;24,03;53,46;90,39;9,43;22,03;1,63;6,51;191,57;5,58;31,79;30,88;8,45;37,1;70,19;78,69;73,84;26,69;5;13,03;4;4,89;3,4;32,3;59,7;3,6;14,3;4,42;1,5;28,97;20,53;17,91;22,8;63,51;35,83;3,81;8,72;69,47;0,65;14,81;2,09;53,85;1,1;4;9;4;33,62;45,02;31,9;0;1;4,61;1,61;2;12,51;9,54
1508357;54,25;58,64;56,21;47,91;92,08;26,53;77,23;38,71;65,21;21,68;81,59;56,38;32,14;59,91;88,33;11,27;16,44;0;13,22;265,25;4,35;39,79;6,25;40,97;70,4;85,11;59,86;90,83;193,41;6;46,25;6;33,04;0,9;28,4;51,7;5,45;5,9;13,03;6,71;80,22;25,94;33,04;66,08;105,72;39,65;13,22;3,23;65,7;0,98;59,25;3,73;66,67;3,08;7;6;3;26,58;2,85;23,01;0;1;24,28;34,93;2;16,25;10,64
1508407;55,92;62;54,32;51,43;88,06;19,66;94,52;45,75;57,08;26,16;82,54;51,51;34,64;66,88;89,61;14,6;21,16;3,35;20,11;211,64;7,21;37,74;9,69;42,15;88,66;95,64;95,51;96,43;47,91;6;22,35;5;26,82;3,2;26,9;39,5;4,45;9,8;36,6;4,35;80,45;17,2;26,82;33,52;118,43;67,04;11,17;0;89,18;0,11;32,12;1,06;69,23;4,1;6;0;4;21,27;2,56;18,62;0;1;12,07;5,86;2;20,6;14,06
1600055;60,93;71,99;64,47;46,34;89,38;60,11;81,4;57,05;58,36;19,73;82,04;97,74;30,14;53,53;97,27;4,43;33,33;0;18,85;0;3,02;65,22;52,68;35,02;88,62;54,99;92,2;87,6;66,18;6;18,53;4;0;1,9;25,6;42,3;4,9;13,9;25,23;2,76;57,16;21,11;55,59;74,12;74,12;37,69;0;95,74;0,88;1,23;30,23;0,73;66,67;1,64;2;4;2;16,3;101,91;61,96;0;1;26,11;0;1;5;5
1600105;55,98;69,18;61,86;36,9;93,03;29,81;81,69;72,19;49,88;19,21;88,33;90,03;19,77;49,32;69,61;8,9;11,83;0;17,71;0;4,45;19,73;40,29;23,89;85,71;91,37;81,61;71,85;24,87;5;3,66;2;7,32;1,5;26,9;51,6;3,7;14;9,88;3,35;90,61;17,29;32,93;54,89;21,96;10,98;11,35;69,48;1,3;0,63;21,86;6,53;44,44;0,87;3;7;3;27,81;24,32;84,02;0;1;115,97;99,54;3;12,73;8,45
1600154;54,61;63,51;61,28;39,03;88,75;30,18;72,92;62,18;51,6;11,22;88,43;93,89;21,41;55,65;71,97;7,08;25,72;6,2;18,18;0;4,82;20,72;52,61;3,48;69,13;57,67;81,17;79,63;21,49;5;10,1;4;0;1,9;38,5;48,2;4,15;9,4;13,6;1,01;38,03;10,41;6,06;36,36;42,42;66,66;6,06;86,44;2,73;2,91;34,69;2,52;44,44;2,05;4;4;3;25,08;5,66;60,77;0;1;93,41;44,11;3;11,76;5,76
1600204;53,19;65,05;60,22;34,3;92,78;26,89;91,08;49,43;45,66;14,61;88,86;91,73;38,03;51,47;43,3;4,43;9,35;9;9,15;0;4,91;31,93;7,29;12,78;89,66;83,26;97,09;92,63;46,05;6;23,99;5;9;1,5;32,7;31,6;3,3;21,4;9,65;6,83;44,15;17,87;13,65;17,99;116,94;26,99;9,07;80,95;1,43;2,54;64,75;9,02;88,89;0,62;5;8;2;28,04;7,71;56,54;0;1;280,19;262,15;4;5;5
1600212;55,39;66,54;56,17;43,47;89,25;36,44;79,42;61,03;54,06;16,91;86,1;67,6;23,44;47,15;93,93;9,35;33,33;0;0;847,46;4,09;77,1;36,98;46,11;75,73;76,18;86,56;77,86;38,86;5;16,71;4;5,57;2,2;34,6;28,6;4,1;14;15,14;2;64,48;18,24;16,71;33,43;100,28;33,43;16,88;0;9,13;0,92;45,93;2,79;55,56;0,16;4;4;2;28,89;18,03;78,89;0;1;57,99;0;1;13,71;8,69
