IBGE;MUNIC;UF;REG;CAPITAL;AMZ;IBRAM;IPS24;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC;ARRECADA
2504355;Caturité;PB;NE;0;0;0;57,84;66,11;61,23;46,18;67,43;46,00;90,77;60,26;62,17;56,18;61,50;65,05;32,05;34,23;82,62;35,83;11730,87;4338,96;12276,36;30536,78;58882,97;61665,13;12589,86;3572524,5
2504405;Conceição;PB;NE;0;0;0;57,56;70,10;58,57;44,02;78,34;52,05;91,00;58,99;60,39;52,30;57,02;64,56;39,92;36,52;75,55;24,10;16114,95;10145,39;67079,21;103228,74;196568,28;209009,71;10983,17;18529680,73
2504504;Condado;PB;NE;0;0;0;61,39;76,05;64,29;43,82;69,41;79,99;94,01;60,78;73,69;59,01;56,60;67,88;29,09;38,25;84,12;23,83;8295,53;25277,61;16098,16;37887,61;87558,90;90373,02;13565,45;6689907,98
2504603;Conde;PB;NE;0;0;0;59,73;62,13;63,41;53,67;72,17;48,26;85,52;42,56;58,69;70,18;52,82;71,94;66,80;31,49;75,90;40,48;23858,20;248032,50;524242,91;164987,16;961120,77;1286990,46;50786,89;184933752
2504702;Congo;PB;NE;0;0;0;53,77;61,97;63,65;35,67;59,85;75,21;90,41;22,42;72,59;57,92;57,17;66,94;26,14;23,00;65,94;27,61;10620,14;3762,14;15590,73;28766,92;58739,93;61704,48;12890,01;6740152,62
2504801;Coremas;PB;NE;0;0;0;60,22;76,34;62,32;41,99;74,91;84,13;92,90;53,41;67,75;55,90;52,94;72,71;23,34;35,46;85,65;23,50;23867,23;89621,30;49458,50;70304,44;233251,47;249600,86;16167,95;24284590,28
2504850;Coxixola;PB;NE;0;0;0;55,96;60,90;59,92;47,07;71,63;64,06;91,05;16,86;79,05;45,46;49,13;66,05;32,84;29,35;94,78;31,32;1829,80;1128,67;5368,81;14801,25;23128,52;24016,78;12328,94;2851548,1
2504900;Cruz do Espírito Santo;PB;NE;0;0;0;48,23;49,96;57,88;36,87;75,76;45,66;77,55;0,86;58,16;61,64;42,75;68,96;26,63;25,93;66,19;28,72;29332,31;13186,04;43483,59;96345,16;182347,09;191194,21;10863,92;15337818,77
2505006;Cubati;PB;NE;0;0;0;54,40;73,98;60,44;28,79;73,81;62,40;91,63;68,09;65,86;59,90;53,55;62,44;13,91;31,12;47,27;22,85;8562,10;3451,29;16498,11;45666,71;74178,21;76814,20;9765,34;4250047,25
2505105;Cuité;PB;NE;0;0;0;55,83;61,40;63,90;42,18;71,60;21,56;94,24;58,19;69,90;60,11;56,99;68,59;31,34;41,94;73,44;22,02;24375,09;6624,47;71798,91;101954,65;204753,11;220439,46;10842,53;12279466,95
2505204;Cuitegi;PB;NE;0;0;0;56,52;72,80;56,88;39,87;61,25;78,67;94,38;56,90;59,40;62,69;42,92;62,52;21,52;23,76;90,33;23,89;5235,96;3682,88;14950,64;40476,48;64345,96;66741,61;9890,58;3244533,69
2505238;Cuité de Mamanguape;PB;NE;0;0;0;54,02;64,35;54,65;43,08;70,15;39,25;83,99;64,00;51,43;57,79;48,10;61,27;32,06;25,60;83,70;30,95;9636,41;2906,34;16188,19;42301,59;71032,53;74110,45;11652,59;5541701,12
2505279;Curral de Cima;PB;NE;0;0;0;57,04;69,28;58,27;43,56;71,05;71,49;80,09;54,50;66,13;53,97;50,63;62,33;40,93;26,58;60,10;46,63;10083,65;1883,38;9602,11;32589,60;54158,74;55525,90;10659,61;2101127,37
2505303;Curral Velho;PB;NE;0;0;0;57,27;70,95;59,37;41,48;68,25;53,77;91,07;70,71;64,59;50,65;56,53;65,73;27,26;24,80;95,04;18,84;3785,85;811,12;4926,18;16559,30;26082,45;26783,16;10679,09;2593220,23
2505352;Damião;PB;NE;0;0;0;54,98;60,29;63,76;40,88;69,53;12,25;89,67;69,69;68,22;59,78;61,74;65,29;28,68;37,83;68,98;28,03;2372,36;1333,97;11061,23;33795,73;48563,28;50276,50;9294,97;4954862,59
2505402;Desterro;PB;NE;0;0;0;56,82;67,13;62,54;40,79;73,68;58,82;93,60;42,42;71,88;57,57;50,74;69,97;25,88;30,04;93,76;13,50;5255,69;3418,89;19364,30;41108,76;69147,64;72714,77;8727,17;3890370,89
2505501;Vista Serrana;PB;NE;0;0;0;59,21;75,62;63,46;38,55;74,69;57,16;87,97;82,68;64,97;54,16;67,89;66,84;23,50;32,08;67,69;30,92;1549,59;1737,01;10167,00;24251,04;37704,63;39389,72;10231,10;4695183,45
2505600;Diamante;PB;NE;0;0;0;58,97;68,52;59,46;48,93;71,00;59,26;86,00;57,84;67,11;51,01;52,26;67,45;39,76;34,48;95,76;25,75;5011,57;2820,20;14522,99;34420,90;56775,67;59344,72;9121,54;2895359,31
2505709;Dona Inês;PB;NE;0;0;0;53,61;62,80;60,32;37,72;74,35;18,83;87,17;70,87;73,60;50,19;52,36;65,13;52,98;34,72;43,05;20,13;8212,74;3237,52;20107,79;58715,48;90273,52;93830,21;9043,88;4801086,56
2505808;Duas Estradas;PB;NE;0;0;0;58,05;71,38;58,26;44,52;56,44;82,95;92,10;54,04;67,69;59,06;41,55;64,73;44,65;27,63;76,04;29,77;6333,83;1792,21;10762,96;24256,63;43145,62;45025,16;12615,62;4964643,14
2505907;Emas;PB;NE;0;0;0;59,72;79,92;61,85;37,40;76,24;73,54;93,75;76,17;61,63;53,65;61,66;70,47;22,76;24,69;85,53;16,62;7049,72;1824,71;7434,59;24134,51;40443,52;41639,40;11709,62;2782602,98
2506004;Esperança;PB;NE;0;0;0;55,38;72,98;61,07;32,08;67,01;58,65;93,94;72,33;66,33;61,38;50,86;65,72;20,75;36,82;44,45;26,31;25946,78;24709,77;207160,58;183586,46;441403,59;507255,86;15193,67;55486735,13
2506103;Fagundes;PB;NE;0;0;0;53,88;63,26;57,71;40,67;73,15;41,33;86,10;52,45;63,40;54,83;45,62;66,99;26,99;35,88;79,01;20,79;8837,17;4279,82;24880,20;62613,35;100610,55;105312,05;9419,68;5751644,55
2506202;Frei Martinho;PB;NE;0;0;0;60,84;78,17;61,18;43,16;70,36;62,66;95,84;83,81;70,59;50,99;54,61;68,53;25,96;28,72;92,07;25,90;1942,39;1075,01;7149,89;18878,98;29046,26;30263,99;10125,12;1721924,76
2506251;Gado Bravo;PB;NE;0;0;0;55,27;59,14;59,31;47,36;77,39;15,88;82,08;61,19;70,41;47,83;54,85;64,17;26,05;39,58;90,15;33,64;11060,29;1869,14;13314,05;48124,68;74368,16;76210,52;9190,85;6142361,52
2506301;Guarabira;PB;NE;0;0;0;62,94;79,05;63,34;46,41;70,68;86,95;96,51;62,06;68,99;68,11;53,44;62,82;38,89;53,24;61,82;31,70;31115,22;219703,11;955621,63;286374,38;1492814,34;1790167,56;30143,08;100675541,3
2506400;Gurinhém;PB;NE;0;0;0;52,28;57,54;57,76;41,52;68,50;55,93;91,61;14,12;57,90;58,75;54,99;59,41;32,86;32,36;76,71;24,16;15750,94;10112,87;39602,57;77896,17;143362,54;150969,87;10688,13;15464675,69
2506509;Gurjão;PB;NE;0;0;0;63,56;80,42;60,53;49,72;77,43;67,98;93,85;82,41;70,09;61,45;43,62;66,98;20,69;47,92;90,34;39,92;3806,11;2237,54;7900,09;23174,37;37118,11;38324,16;11022,19;3303509,29
2506608;Ibiara;PB;NE;0;0;0;56,04;71,61;57,35;39,16;74,51;61,63;87,51;62,79;62,09;50,84;52,15;64,32;22,36;37,16;77,84;19,28;6199,32;2936,47;12919,42;33143,03;55198,24;57772,49;9830,27;4752879,21
2506707;Imaculada;PB;NE;0;0;0;55,18;66,39;58,09;41,06;75,61;44,58;82,28;63,08;67,73;43,43;55,66;65,53;26,39;31,70;81,95;24,22;7108,60;3053,40;22227,14;61464,93;93854,07;98313,70;8277,65;6028612,15
2506806;Ingá;PB;NE;0;0;0;56,79;71,48;59,72;39,17;73,59;58,95;93,34;60,04;64,26;57,84;53,99;62,77;27,14;32,15;71,80;25,58;7092,65;15723,05;56277,14;103681,05;182773,88;194960,75;10721,55;15911581,33
2506905;Itabaiana;PB;NE;0;0;0;53,89;61,60;60,64;39,42;61,40;65,02;91,39;28,61;68,74;63,01;46,93;63,86;33,05;31,55;64,43;28,67;22987,33;18429,77;137592,89;129119,33;308129,31;335812,27;13783,70;27946248,17
2507002;Itaporanga;PB;NE;0;0;0;57,09;72,04;60,07;39,17;73,48;71,14;91,51;52,05;65,86;58,34;49,81;66,26;36,39;33,96;59,75;26,57;14207,16;27895,02;137129,42;129927,72;309159,32;341234,78;13671,27;28199231,06
2507101;Itapororoca;PB;NE;0;0;0;58,71;73,91;61,28;40,95;75,30;61,85;92,36;66,15;65,83;57,08;55,58;66,62;29,22;31,95;74,16;28,49;30028,71;7069,17;57230,01;101322,17;195650,06;206432,67;10877,47;17698463,91
2507200;Itatuba;PB;NE;0;0;0;57,60;70,37;58,00;44,43;79,91;54,95;86,20;60,41;63,03;50,44;56,59;61,93;31,84;42,43;86,99;16,45;16870,31;33654,93;31723,67;59350,53;141599,45;155216,28;14022,61;10976845,36
2507309;Jacaraú;PB;NE;0;0;0;52,66;56,69;56,57;44,73;71,44;55,63;89,71;9,98;63,63;50,98;50,26;61,39;26,74;39,05;80,50;32,65;18410,11;8022,15;41823,23;89455,04;157710,54;165129,83;11414,24;10288105,71
2507408;Jericó;PB;NE;0;0;0;49,13;62,25;61,15;23,99;79,57;61,34;92,35;15,76;63,34;55,49;57,38;68,37;22,79;23,36;33,11;16,71;8598,04;3756,22;18054,82;42593,28;73002,35;76303,42;9844,33;4959139,96
2507507;João Pessoa;PB;NE;1;0;0;65,55;76,05;69,17;51,44;67,78;89,39;95,20;51,85;67,14;78,38;59,29;71,86;42,83;56,79;40,81;65,33;43109,25;3282731,78;11458843,37;4288992,12;19073676,52;22244284,13;26936,78;5604317479
2507606;Juarez Távora;PB;NE;0;0;0;56,45;69,78;57,64;41,95;65,83;64,00;88,59;60,68;50,03;54,12;64,64;61,76;26,09;42,03;81,28;18,39;4306,79;3108,91;18698,79;43964,74;70079,23;73120,51;9124,10;3225887,72
2507705;Juazeirinho;PB;NE;0;0;0;57,78;67,79;59,50;46,06;73,60;56,24;91,81;49,49;67,44;52,73;52,37;65,46;32,19;33,18;88,91;29,96;10124,00;12232,76;69119,58;101009,80;192486,14;210328,81;11417,26;16301669,46
2507804;Junco do Seridó;PB;NE;0;0;0;57,46;73,30;59,09;40,00;75,65;50,48;94,71;72,36;69,02;55,76;45,85;65,75;34,31;28,08;75,70;21,90;6582,22;11099,93;30848,20;40774,55;89304,90;96602,33;13346,55;50780357,98
2507903;Juripiranga;PB;NE;0;0;0;50,27;58,38;55,14;37,29;68,65;54,76;93,86;16,26;67,20;54,39;30,87;68,09;17,71;29,60;79,67;22,18;14644,56;5013,59;30291,87;61465,96;111415,97;117362,74;10836,82;11086269,04
2508000;Juru;PB;NE;0;0;0;56,07;69,85;62,38;35,99;76,80;55,40;93,41;53,79;74,86;51,87;55,34;67,46;36,67;33,18;55,84;18,26;9431,64;3746,26;19084,11;51508,92;83770,93;87265,56;8876,57;3295695,6
2508109;Lagoa;PB;NE;0;0;0;59,50;73,08;61,99;43,43;84,84;56,68;88,34;62,46;57,25;54,66;68,13;67,92;32,30;31,12;93,76;16,55;3141,00;2011,16;16294,74;27988,53;49435,43;51231,78;11041,33;5042247,89
2508208;Lagoa de Dentro;PB;NE;0;0;0;52,66;61,34;55,98;40,67;65,53;45,57;93,04;41,23;54,26;52,46;53,82;63,36;30,11;26,29;77,65;28,61;9037,52;2804,02;20874,37;47194,22;79910,14;83536,72;10773,37;7800894,91
2508307;Lagoa Seca;PB;NE;0;0;0;58,49;71,45;61,41;42,63;72,08;51,04;88,50;74,17;57,22;63,54;58,41;66,45;33,61;37,07;76,80;23,04;49479,96;19891,45;78916,57;144872,13;293160,11;309762,98;11171,49;18057012,48
2508406;Lastro;PB;NE;0;0;0;57,08;70,09;64,80;36,36;62,48;49,85;86,53;81,49;69,53;57,23;64,11;68,34;29,09;22,10;69,16;25,09;2746,67;1132,70;6644,17;17961,61;28485,14;29494,94;10932,15;1682876,27
2508505;Livramento;PB;NE;0;0;0;51,63;56,18;56,05;42,67;66,63;49,56;83,59;24,97;60,21;51,33;42,42;70,24;21,49;34,58;84,31;30,28;6731,93;2711,74;15207,89;42825,97;67477,52;70043,14;9629,25;5839836,61
2508554;Logradouro;PB;NE;0;0;0;58,09;71,33;60,85;42,09;80,78;61,45;97,30;45,80;72,28;54,54;60,78;55,80;17,34;42,64;83,79;24,58;5156,69;1790,82;12519,00;26910,12;46376,63;48650,65;11041,91;3809289,83
2508604;Lucena;PB;NE;0;0;0;55,71;66,20;59,12;41,80;67,04;69,54;84,68;43,54;51,78;69,42;45,67;69,60;20,31;31,25;82,23;33,43;21854,28;35275,36;59943,60;89743,76;206816,99;223066,28;16716,60;14614404,34
2508703;Mãe d'Água;PB;NE;0;0;0;56,64;69,20;61,49;39,22;81,36;51,49;88,24;55,71;69,47;49,41;60,00;67,08;31,46;38,81;63,52;23,07;2135,75;1280,44;8213,49;26016,01;37645,69;38603,90;9680,02;4241081,62
2508802;Malta;PB;NE;0;0;0;62,06;78,69;62,59;44,90;70,15;87,61;96,63;60,37;72,65;61,32;49,49;66,91;29,09;48,99;79,67;21,85;4095,38;25743,09;14588,60;32489,19;76916,26;79658,81;13865,76;5549530,52
2508901;Mamanguape;PB;NE;0;0;0;57,29;65,99;62,68;43,20;63,73;58,16;91,04;51,01;59,04;68,94;51,80;70,96;42,35;37,27;64,88;28,29;86079,32;105547,93;292542,22;237007,96;721177,43;805007,15;17737,30;71957131,07
2509008;Manaíra;PB;NE;0;0;0;54,76;68,60;57,46;38,21;74,30;62,56;90,09;47,45;63,69;51,89;49,69;64,58;38,09;33,29;70,77;10,67;6748,11;9995,97;20734,44;60612,29;98090,81;101427,66;9230,77;7281609,11
2509057;Marcação;PB;NE;0;0;0;47,36;56,27;52,33;33,48;73,78;69,97;69,11;12,22;46,51;50,46;44,73;67,61;27,26;28,22;56,59;21,84;24251,21;2823,22;17845,29;48492,11;93411,83;95669,87;10938,70;6838121,77
2509107;Mari;PB;NE;0;0;0;57,90;71,85;57,15;44,68;71,13;69,42;95,37;51,49;55,03;56,93;51,35;65,30;39,93;30,57;87,98;20,25;33468,25;10857,93;68045,20;115403,22;227774,61;241807,48;11043,96;11052939,94
2509156;Marizópolis;PB;NE;0;0;0;62,33;81,48;64,10;41,43;70,79;91,12;93,15;70,84;68,90;70,99;52,54;63,96;27,05;26,62;92,05;19,99;4720,45;4636,22;28342,72;37775,77;75475,15;81943,50;12250,49;4600928,41
2509206;Massaranduba;PB;NE;0;0;0;56,42;69,30;60,66;39,29;68,61;55,25;88,16;65,19;64,56;58,29;55,78;64,04;22,97;33,65;77,69;22,85;10464,21;10947,61;25318,67;76014,30;122744,79;130381,18;9262,00;14464486,1
2509305;Mataraca;PB;NE;0;0;0;58,55;73,37;55,97;46,32;71,31;75,58;80,26;66,32;51,16;57,87;48,66;66,20;35,43;30,63;87,81;31,42;17193,81;112663,62;36729,38;59357,85;225944,67;240531,45;27832,84;23945012,16
2509339;Matinhas;PB;NE;0;0;0;53,97;58,81;62,83;40,26;66,77;26,61;81,04;60,81;68,96;52,01;67,23;63,13;18,59;37,56;73,98;30,92;15962,08;1709,46;7910,99;27425,44;53007,98;54035,49;11933,63;4055998,76
2509370;Mato Grosso;PB;NE;0;0;0;60,00;75,04;61,63;43,34;80,97;54,29;83,16;81,75;63,89;58,31;56,51;67,81;24,65;36,72;86,46;25,55;2106,49;1425,73;7660,73;19439,82;30632,76;31800,57;10801,82;3391572,49
2509396;Maturéia;PB;NE;0;0;0;57,03;74,68;60,50;35,91;71,73;64,17;93,45;69,38;57,18;68,26;47,99;68,56;31,46;23,43;68,68;20,06;3179,55;2475,08;15383,23;38333,20;59371,06;61810,58;9239,25;5398040,32
2509404;Mogeiro;PB;NE;0;0;0;54,44;62,03;59,57;41,71;71,52;26,90;87,63;62,08;66,36;55,38;59,13;57,41;26,13;38,35;82,84;19,51;16307,11;23864,89;36450,47;76838,99;153461,45;164371,52;12416,64;7253044,58
2509503;Montadas;PB;NE;0;0;0;59,09;73,47;65,43;38,37;76,19;53,27;92,28;72,16;65,66;64,30;62,29;69,47;27,14;26,48;92,04;7,82;7722,75;1626,40;10270,86;34287,05;53907,05;55244,52;9515,07;3667912,9
2509602;Monte Horebe;PB;NE;0;0;0;61,31;72,18;62,26;49,50;67,97;64,22;87,06;69,46;59,46;55,64;66,00;67,93;30,60;32,84;92,56;41,99;2845,86;2164,35;10280,66;31369,43;46660,29;48074,10;9877,56;4741165,97
2509701;Monteiro;PB;NE;0;0;0;56,82;72,77;62,75;34,94;68,28;69,63;93,61;59,57;77,77;59,01;45,52;68,69;23,24;40,57;48,13;27,83;22161,65;29720,57;360977,33;189169,25;602028,80;635379,84;18888,75;34944889,01
2509800;Mulungu;PB;NE;0;0;0;50,18;58,93;54,75;36,84;77,02;49,97;79,51;29,24;60,47;48,49;49,87;60,17;19,12;35,12;78,82;14,32;22031,68;5906,19;16951,92;48934,10;93823,89;98149,69;9852,41;7280509,97
2509909;Natuba;PB;NE;0;0;0;53,58;65,28;56,60;38,86;72,32;41,00;85,25;62,53;71,64;36,60;52,87;65,29;30,31;35,23;60,50;29,42;16160,51;3190,01;14942,69;58687,49;92980,70;95464,76;9136,26;7357654,25
2510006;Nazarezinho;PB;NE;0;0;0;59,28;73,21;60,68;43,93;77,28;54,34;86,45;74,77;63,89;50,11;60,46;68,28;30,78;33,98;89,92;21,05;7746,21;2997,04;14351,16;38437,42;63531,83;65965,10;9072,36;2717051,24
2510105;Nova Floresta;PB;NE;0;0;0;49,52;58,66;60,78;29,11;69,71;17,10;98,61;49,22;60,20;65,44;51,44;66,06;24,95;42,45;28,73;20,29;3152,11;3248,45;29000,74;59215,86;94617,16;99605,67;9384,37;9833072,15
2510204;Nova Olinda;PB;NE;0;0;0;57,93;75,20;61,68;36,90;68,55;56,84;91,45;83,96;69,19;57,61;55,70;64,22;27,64;25,92;72,80;21,25;3855,36;2563,35;13952,64;34772,65;55144,01;57801,88;9810,23;2867010,98
2510303;Nova Palmeira;PB;NE;0;0;0;58,81;72,69;62,33;41,42;75,81;49,68;94,13;71,17;76,59;48,69;57,97;66,06;24,10;38,14;69,79;33,65;2744,69;3356,82;10401,45;30436,15;46939,10;48983,40;9775,17;2873634,81
2510402;Olho d'Água;PB;NE;0;0;0;56,47;72,15;57,63;39,64;70,21;66,24;92,62;59,52;63,51;45,97;52,24;68,78;30,20;27,57;79,29;21,48;8349,95;2759,38;12957,62;35702,17;59769,12;61850,67;9665,68;4844045,08
2510501;Olivedos;PB;NE;0;0;0;60,46;74,27;63,45;43,67;78,03;56,68;90,91;71,44;71,88;58,96;56,88;66,08;26,94;37,21;85,71;24,83;6978,48;2395,30;8144,70;24902,50;42420,98;43584,75;10926,23;4060141,7
2510600;Ouro Velho;PB;NE;0;0;0;57,12;64,83;62,30;44,24;81,49;53,35;92,64;31,84;77,50;59,83;51,32;60,54;18,69;37,29;97,06;23,94;4717,02;1488,69;9304,91;21178,66;36689,27;38279,24;12542,35;3875631,64
2510659;Parari;PB;NE;0;0;0;57,62;69,49;58,67;44,69;74,13;44,29;91,17;68,37;72,38;52,40;41,38;68,50;24,41;45,32;72,57;36,45;1856,27;759,80;4549,73;13609,38;20775,19;21495,18;12304,05;2671236,58
2510709;Passagem;PB;NE;0;0;0;63,86;76,73;65,61;49,23;83,25;68,68;94,26;60,73;74,10;56,03;63,12;69,21;23,50;38,07;94,92;40,43;1879,07;1656,33;6497,52;17728,63;27761,55;28859,81;11765,11;2440595,12
2510808;Patos;PB;NE;0;0;0;61,16;72,06;67,16;44,25;69,26;89,84;96,86;32,28;72,62;72,23;57,49;66,31;44,96;54,53;44,14;33,39;14352,11;168505,09;1026745,59;546229,34;1755832,12;1993586,15;18329,13;195090853
2510907;Paulista;PB;NE;0;0;0;57,70;69,93;60,10;43,06;77,08;48,01;87,01;67,63;72,30;45,84;54,29;67,99;25,90;32,59;92,04;21,72;23784,12;18573,76;38866,59;63585,12;144809,59;157013,70;12651,17;8104561,03
2511004;Pedra Branca;PB;NE;0;0;0;60,54;75,51;61,59;44,53;79,73;67,35;88,46;66,51;70,29;57,51;47,81;70,76;34,70;38,35;73,47;31,60;3345,07;1723,72;7482,53;23628,76;36180,09;37462,93;9853,48;4109817,1
2511103;Pedra Lavrada;PB;NE;0;0;0;61,34;75,05;58,97;49,98;71,47;54,38;90,68;83,68;70,10;46,80;53,92;65,05;41,83;37,87;86,68;33,56;6478,01;10164,81;14012,54;45685,95;76341,31;80074,51;10067,20;8235807,98
2511202;Pedras de Fogo;PB;NE;0;0;0;51,77;57,93;59,52;37,88;65,97;41,38;84,58;39,78;68,04;46,90;51,29;71,85;31,04;37,67;64,15;18,64;153169,03;86858,00;103281,54;168264,09;511572,66;556476,25;19452,45;62440162,13
2511301;Piancó;PB;NE;0;0;0;56,59;72,06;58,49;39,20;70,76;72,68;91,05;53,76;63,78;53,10;50,38;66,70;34,90;38,37;48,12;35,42;18692,40;10249,41;71477,58;91887,40;192306,79;206302,42;12776,52;16286508,23
2511400;Picuí;PB;NE;0;0;0;55,45;69,47;64,38;32,52;71,80;47,57;95,50;63,01;74,48;57,99;55,26;69,78;24,10;40,28;38,43;27,26;11645,54;9089,46;76386,21;101151,68;198272,89;213192,09;11378,13;12150459,27
2511509;Pilar;PB;NE;0;0;0;54,05;66,11;58,23;37,81;71,80;53,48;92,63;46,53;65,65;52,79;47,94;66,52;17,71;36,67;70,35;26,51;11479,58;5234,67;31822,17;67171,17;115707,59;121700,42;10111,37;10271889,32
2511608;Pilões;PB;NE;0;0;0;55,00;67,18;56,13;41,68;75,49;44,46;85,99;62,78;55,81;51,41;55,19;62,13;33,66;24,47;88,13;20,46;33290,52;4433,63;18382,00;35892,83;91998,98;95436,02;14641,92;4160705,72
2511707;Pilõezinhos;PB;NE;0;0;0;56,95;70,40;62,54;37,91;68,34;58,90;90,58;63,78;64,10;55,47;69,89;60,68;21,52;25,93;84,45;19,74;11725,11;2001,31;8717,98;27554,78;49999,19;51216,07;10373,93;2233122,54
2511806;Pirpirituba;PB;NE;0;0;0;61,31;78,79;60,65;44,51;79,75;74,91;94,27;66,22;59,47;60,90;56,46;65,76;27,10;41,78;84,04;25,11;7507,21;3967,53;25468,66;54675,26;91618,65;95103,26;8980,48;5045172,79
2511905;Pitimbu;PB;NE;0;0;0;49,40;55,90;55,70;36,60;70,40;53,71;88,76;10,75;61,08;55,75;44,50;61,49;14,16;37,03;74,06;21,13;43314,09;112490,38;96284,46;117404,84;369493,76;430316,39;22092,43;54347529,86
2512002;Pocinhos;PB;NE;0;0;0;56,73;73,30;59,71;37,17;74,56;64,78;89,32;64,56;58,81;57,85;55,75;66,42;27,09;38,23;75,06;8,33;88950,73;17774,88;61395,02;105214,91;273335,55;284640,06;15101,87;20249808,93
2512036;Poço Dantas;PB;NE;0;0;0;57,24;67,70;57,64;46,39;72,69;45,43;82,13;70,55;63,51;49,75;52,33;64,96;20,31;25,07;92,18;48,02;3273,98;1490,61;8478,44;25562,47;38805,50;40230,20;10376,63;2228117,25
2512077;Poço de José de Moura;PB;NE;0;0;0;61,87;71,75;66,24;47,62;70,77;42,73;91,49;82,01;72,80;57,96;67,85;66,33;30,04;33,33;88,02;39,08;4511,45;1733,10;10202,96;28717,87;45165,39;46792,20;10717,41;2501769,26
2512101;Pombal;PB;NE;0;0;0;61,11;72,71;65,67;44,96;75,80;83,92;94,41;36,72;75,77;63,71;52,23;70,96;24,86;46,77;80,91;27,32;27227,97;29006,07;192251,03;180836,43;429321,50;465067,62;14177,59;44615256,49
2512200;Prata;PB;NE;0;0;0;61,07;76,46;64,25;42,49;79,75;60,40;91,71;73,97;71,03;56,57;64,22;65,20;26,14;40,29;76,43;27,11;16496,91;5391,77;13066,22;27727,43;62682,33;64687,73;15167,11;5081967
2512309;Princesa Isabel;PB;NE;0;0;0;58,57;73,36;64,76;37,60;72,91;67,13;95,69;57,72;73,31;60,99;54,86;69,88;37,92;44,11;45,27;23,11;45001,54;10654,98;79633,96;113857,36;249147,83;266344,99;11215,00;13074718,6
2512408;Puxinanã;PB;NE;0;0;0;58,33;69,83;63,80;41,35;79,32;47,16;90,63;62,23;69,50;58,36;60,55;66,78;23,36;31,34;94,32;16,37;13546,65;14220,84;26595,17;76599,79;130962,44;137836,79;9987,45;15587312,56
2512507;Queimadas;PB;NE;0;0;0;60,56;69,65;65,41;46,60;61,24;65,99;90,25;61,14;64,94;62,00;64,02;70,69;46,76;37,17;81,59;20,87;27422,21;111158,11;179484,92;223214,25;541279,48;605758,84;13646,91;54664684,92
2512606;Quixaba;PB;NE;0;0;0;50,96;66,81;53,98;32,09;77,47;51,16;93,36;45,23;68,19;54,88;29,36;63,49;29,09;14,04;43,34;41,89;1634,87;1388,03;5605,81;17281,95;25910,67;26745,51;13312,85;2091924,28
2512705;Remígio;PB;NE;0;0;0;61,35;74,58;61,83;47,64;78,23;80,50;94,83;44,77;62,27;65,09;53,84;66,11;42,91;43,28;77,21;27,17;10943,74;6349,83;50023,23;103858,46;171175,26;181359,95;9080,26;10582041,67
2512721;Pedro Régis;PB;NE;0;0;0;54,31;64,36;62,75;35,83;74,02;59,94;88,70;34,78;66,21;57,34;60,26;67,19;19,83;24,95;68,44;30,09;6566,28;2159,56;11008,04;35908,87;55642,74;57185,97;9315,19;3514743,21
2512747;Riachão;PB;NE;0;0;0;56,25;65,86;60,24;42,65;73,94;35,21;91,82;62,45;60,39;57,68;60,71;62,17;26,00;14,98;87,59;42,04;2387,72;1079,26;7125,06;24996,21;35588,24;36492,13;9997,84;1539278,87
2512754;Riachão do Bacamarte;PB;NE;0;0;0;54,64;67,42;60,52;35,99;72,57;38,38;91,28;67,47;69,43;65,66;44,13;62,86;23,41;16,72;66,23;37,60;1800,54;1789,05;13710,54;30491,25;47791,37;50101,00;10982,25;5064069,46
2512762;Riachão do Poço;PB;NE;0;0;0;57,96;70,34;58,10;45,44;70,57;63,53;82,14;65,12;58,02;49,73;58,67;65,99;32,31;29,42;95,50;24,52;8042,21;3097,47;12984,98;29674,71;53799,37;56186,60;12291,97;3011090,03
2512788;Riacho de Santo Antônio;PB;NE;0;0;0;57,07;68,50;59,33;43,37;86,75;40,54;90,03;56,68;55,81;58,53;54,37;68,62;18,88;38,45;85,36;30,78;5425,96;832,72;5548,37;18193,44;30000,50;30562,11;15288,70;3543305,83
2512804;Riacho dos Cavalos;PB;NE;0;0;0;55,15;59,34;61,79;44,32;75,16;42,70;89,30;30,20;72,91;53,79;55,74;64,70;28,37;32,22;92,81;23,89;8910,02;4122,65;23888,49;50843,59;87764,75;92585,08;10822,34;5083968,44
2512903;Rio Tinto;PB;NE;0;0;0;57,47;67,95;61,49;42,98;65,76;52,14;87,39;66,50;59,33;59,35;56,47;70,84;36,39;29,12;72,15;34,26;46337,69;35263,30;79473,62;138123,71;299198,31;321971,36;13272,79;42536150,29
2513000;Salgadinho;PB;NE;0;0;0;56,82;67,83;62,18;40,44;70,95;38,12;90,26;72,01;66,27;52,37;61,19;68,89;28,93;23,30;93,51;16,04;1471,87;1075,73;5688,94;24458,33;32694,86;33443,70;8413,51;3592300,18
2513109;Salgado de São Félix;PB;NE;0;0;0;53,36;63,95;56,58;39,56;69,46;43,48;88,91;53,94;57,50;45,48;58,60;64,73;26,13;33,41;79,23;19,48;11873,02;18956,09;24400,81;69765,18;124995,11;128635,61;10610,87;11024134,34
