IBGE;IPSAMZ18;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
2112100;51,51;56,96;53,52;44,04;88,25;30,74;57,91;50,93;60,30;4,34;79,78;69,67;13,33;62,23;99,48;1,11;16,92;1,87;13,73;10,30;6,52;58,23;45,97;58,70;45,51;85,77;50,14;49,99;20,34;5,00;14,89;4,00;5,73;2,50;24,30;38,40;3,85;7,90;1,63;1,07;30,52;1,57;17,17;44,64;151,08;54,94;3,43;0,00;3,42;0,94;11,36;0,34;90,91;0,45;4,00;0,00;2,00;27,82;168,64;27,82;0,00;1,00;4,63;0,00;1,00;1,82;0,98
2112233;59,81;76,32;50,24;52,87;90,80;45,51;91,53;77,43;71,14;6,02;73,84;49,95;37,37;66,33;100,00;7,80;13,48;3,27;4,55;9,09;6,22;84,92;95,57;85,31;85,15;98,78;89,30;91,73;5,96;2,00;6,08;3,00;4,55;1,80;14,90;34,90;4,60;6,30;1,10;2,29;41,51;3,07;36,37;50,00;218,20;40,91;9,09;0,00;99,86;0,00;4,14;0,14;54,55;2,15;7,00;9,00;2,00;22,37;60,48;32,88;0,00;1,00;0,00;0,00;1,00;10,07;8,46
2112274;51,58;66,41;46,63;41,72;88,09;53,00;56,75;67,79;66,38;6,14;62,53;51,46;13,18;63,33;84,01;6,36;17,54;9,44;0,00;17,12;5,33;96,58;19,87;100,00;17,81;76,42;57,02;65,68;0,00;1,00;28,61;5,00;5,72;0,50;22,50;46,50;3,90;0,30;2,61;1,19;39,88;4,24;47,47;119,86;171,23;68,49;17,12;0,25;91,55;0,00;20,99;0,51;77,78;1,03;4,00;0,00;2,00;26,32;107,76;33,33;0,00;1,00;58,13;33,61;2,00;8,70;6,61
2112308;48,74;62,58;50,18;33,45;92,02;50,87;72,44;35,01;62,43;4,61;71,57;62,10;10,04;58,03;65,03;0,70;16,85;2,36;3,60;9,56;4,00;87,94;8,32;37,33;46,56;85,68;77,71;73,70;41,35;6,00;27,19;5,00;16,79;3,40;19,80;33,80;4,05;7,70;1,43;2,70;30,06;0,80;62,15;64,54;167,34;52,59;2,39;0,01;35,56;2,17;30,15;2,67;61,54;0,77;3,00;0,00;3,00;27,15;218,29;79,78;16,95;4,00;37,71;11,55;2,00;1,14;0,63
2112407;49,56;54,05;50,95;43,69;91,71;14,44;54,61;55,45;58,88;4,49;85,35;55,10;16,03;54,84;100,00;3,87;25,28;0,00;0,00;2,81;6,05;4,56;9,11;13,70;19,95;69,06;56,70;63,43;12,98;4,00;15,00;4,00;15,00;3,10;24,20;43,00;4,05;8,50;1,43;1,04;27,28;4,62;16,85;36,51;98,30;28,09;5,62;0,00;73,62;0,26;14,62;1,13;69,23;0,37;2,00;4,00;2,00;28,37;153,89;91,85;0,00;1,00;0,00;0,00;1,00;5,30;4,02
2112456;48,39;53,53;50,03;41,60;90,80;24,84;61,89;36,59;51,08;5,16;89,86;54,02;10,24;54,18;97,49;4,47;8,55;7,73;0,00;11,71;6,18;7,23;10,86;15,62;50,09;85,69;60,76;50,99;57,17;6,00;39,26;5,00;7,88;1,10;33,40;55,80;3,50;11,60;0,32;0,26;37,64;5,28;7,81;23,42;109,29;7,81;3,94;0,00;78,45;0,27;19,78;0,99;72,73;0,35;3,00;0,00;0,00;33,90;65,07;45,01;0,00;1,00;22,12;11,35;1,00;6,03;4,70
2112704;53,16;52,69;56,84;49,96;90,05;30,24;55,02;35,45;70,41;6,19;80,99;69,78;49,79;53,70;76,07;20,29;16,61;2,21;3,58;10,62;6,88;31,47;59,37;12,51;36,11;78,21;54,04;49,13;41,79;6,00;23,80;5,00;14,31;0,80;22,00;34,60;4,15;3,70;3,59;3,77;30,32;4,12;21,24;49,55;153,96;35,39;1,77;0,00;3,54;0,98;3,68;0,04;76,92;0,48;15,00;7,00;2,00;29,24;394,79;67,66;0,00;1,00;45,19;45,17;3,00;29,64;19,96
2112803;51,38;55,67;53,34;45,13;89,84;35,21;69,48;28,15;63,56;12,17;75,98;61,65;47,22;65,83;60,33;7,12;25,67;0,98;1,91;9,53;5,94;30,25;19,67;40,68;47,42;85,63;71,52;68,74;88,82;6,00;48,43;6,00;11,47;2,00;23,80;37,60;4,25;5,80;5,86;5,24;60,16;13,32;22,88;49,58;179,25;70,56;1,91;0,00;43,15;0,05;9,65;0,57;73,33;0,44;11,00;10,00;3,00;23,20;31,50;54,39;35,71;5,00;16,58;13,45;2,00;9,92;7,29
2112852;50,95;57,79;50,90;44,17;84,74;37,00;82,84;26,60;60,85;3,63;85,88;53,22;14,49;51,44;99,39;11,38;23,26;11,98;7,47;14,93;5,56;75,61;70,89;75,30;82,76;90,97;72,54;85,39;129,31;6,00;50,25;6,00;20,19;1,30;21,20;39,60;4,15;14,70;0,67;1,05;27,20;1,15;7,47;22,40;82,14;52,27;7,47;0,00;81,26;0,16;30,12;1,90;66,67;1,06;2,00;3,00;1,00;25,58;507,38;74,42;0,00;1,00;5,38;0,00;1,00;16,84;11,05
2112902;54,68;65,59;51,95;46,49;90,29;55,17;78,02;38,90;65,30;9,83;68,86;63,82;22,83;67,47;86,02;9,64;18,26;0,00;3,06;15,26;6,16;80,26;14,74;60,20;49,23;92,97;84,69;78,52;25,48;5,00;23,45;5,00;29,56;2,90;16,20;38,80;4,10;6,60;6,27;5,12;48,34;7,03;45,78;106,82;164,82;42,73;9,16;0,00;32,20;0,36;10,20;0,70;76,92;0,61;4,00;5,00;3,00;26,98;23,48;21,70;0,00;1,00;40,40;21,38;2,00;13,08;10,07
2113009;50,12;57,89;47,50;44,98;93,17;32,61;70,78;34,98;58,66;8,65;72,09;50,60;12,98;60,51;90,36;16,08;13,92;1,90;0,00;9,52;4,54;51,21;81,70;14,37;47,76;91,30;69,77;69,79;47,00;6,00;25,38;5,00;16,92;3,30;23,20;41,60;3,85;8,70;5,72;6,00;46,74;0,92;50,76;69,79;199,85;12,69;15,86;0,00;96,10;0,00;10,79;0,44;76,92;0,86;4,00;0,00;2,00;28,43;209,37;34,79;0,00;1,00;2,08;4,06;2,00;22,09;16,65
2114007;51,52;56,68;53,95;43,93;89,14;32,28;80,75;24,56;64,76;16,62;74,67;59,74;30,69;55,26;77,46;12,31;32,12;1,40;2,96;7,73;4,98;63,70;18,05;26,32;64,39;91,88;81,07;81,95;92,56;6,00;51,10;6,00;31,68;3,80;18,30;37,70;3,75;5,60;6,62;6,01;56,97;36,83;30,94;50,28;212,71;40,61;9,67;22,19;83,21;0,20;11,44;0,66;60,00;1,38;4,00;9,00;1,00;30,87;27,21;73,46;0,00;1,00;115,88;29,69;2,00;16,99;12,70
5100102;57,40;66,76;56,91;48,53;76,67;41,06;90,65;58,66;79,61;15,82;62,20;70,01;16,30;70,21;100,00;7,59;12,99;12,99;0,00;74,09;7,71;78,20;92,33;64,59;61,71;98,04;97,69;97,12;28,54;5,00;6,15;3,00;6,15;1,00;4,90;30,00;4,70;1,20;11,40;11,42;66,22;10,59;55,57;92,61;240,79;55,57;18,52;0,00;0,00;0,00;42,32;2,21;55,56;1,47;2,00;4,00;4,00;20,78;24,66;46,75;0,00;1,00;0,00;0,00;1,00;13,10;6,26
5100201;60,39;69,92;65,80;45,45;89,53;41,34;96,56;52,26;83,21;28,64;83,30;68,06;14,14;72,09;77,27;18,32;23,02;0,00;3,89;22,46;3,78;86,14;60,37;82,80;87,97;99,11;98,39;98,42;15,98;4,00;18,30;4,00;32,95;0,80;6,00;21,90;5,40;2,40;28,07;27,61;87,07;14,98;11,66;58,32;97,20;19,44;11,66;0,18;0,54;5,55;52,99;3,25;54,55;3,49;4,00;0,00;3,00;20,20;18,88;16,11;0,00;1,00;34,61;52,27;3,00;28,28;17,10
5100250;52,90;61,77;63,40;33,54;89,70;37,90;95,13;24,34;84,73;36,36;73,90;58,61;29,01;79,58;9,40;16,17;21,44;2,75;3,86;17,38;3,86;70,63;33,55;86,89;89,53;98,50;92,67;98,20;102,89;6,00;52,25;6,00;32,90;0,50;4,60;22,10;5,45;1,00;38,47;33,06;112,26;17,10;28,97;73,38;168,01;42,49;11,59;1,51;55,45;0,60;47,83;2,25;61,54;3,80;6,00;5,00;6,00;16,59;7,66;23,25;94,20;5,00;300,00;450,97;4,00;25,18;14,96
5100300;58,32;63,00;62,49;49,46;92,76;42,11;91,03;26,10;81,08;24,52;74,87;69,48;23,32;66,13;90,18;18,22;9,09;0,00;5,25;15,75;4,32;92,76;22,07;98,55;93,11;98,19;97,94;77,63;99,53;6,00;40,67;6,00;23,04;1,00;7,20;34,50;5,40;2,20;21,43;29,41;67,98;10,67;36,76;52,51;84,02;84,02;10,50;0,00;0,00;0,00;50,03;6,90;72,73;3,74;4,00;4,00;2,00;19,55;253,99;25,00;0,00;1,00;3,70;7,87;2,00;26,21;18,17
5100359;62,41;79,71;64,43;43,08;93,11;33,75;91,98;100,00;80,86;18,11;88,90;69,85;15,17;62,90;89,32;4,93;13,89;0,00;0,00;14,66;4,32;61,91;0,18;58,97;81,59;92,82;95,95;94,51;0,00;1,00;0,00;1,00;0,00;1,10;4,50;26,90;4,95;0,55;12,99;14,32;77,69;9,00;22,02;14,66;14,66;58,63;0,00;51,82;52,17;0,63;75,02;46,40;77,78;1,20;2,00;3,00;2,00;33,33;6,39;13,89;0,00;1,00;11,25;18,12;2,00;12,99;1,39
5100409;60,82;65,49;60,58;56,38;93,05;39,56;98,33;31,02;75,67;25,06;71,64;69,97;36,99;68,90;98,60;21,01;20,98;0,00;0,00;8,31;3,90;95,76;3,04;100,00;98,24;98,81;98,86;97,52;84,82;6,00;33,40;5,00;39,21;0,00;7,80;38,70;5,30;5,10;19,26;26,25;81,35;14,59;33,25;91,44;149,63;49,88;11,01;0,00;0,00;0,00;35,75;3,88;44,44;6,74;9,00;5,00;2,00;19,35;0,16;33,06;0,00;1,00;12,33;0,00;1,00;34,34;18,47
5100508;56,32;63,70;57,53;47,73;89,66;41,12;89,70;34,32;79,75;12,10;73,18;65,10;16,00;68,54;100,00;6,38;10,64;0,00;9,17;26,42;4,59;75,11;12,84;66,09;69,79;95,28;93,11;95,01;105,83;6,00;29,57;5,00;20,67;1,00;5,20;21,40;4,35;1,20;8,84;9,83;44,81;9,44;20,76;61,64;264,18;35,22;8,90;0,06;22,29;0,08;37,64;5,96;88,89;1,51;2,00;3,00;2,00;19,15;0,44;37,23;0,00;1,00;0,00;0,00;1,00;8,79;6,59
5100607;61,08;66,58;64,79;51,89;91,43;40,22;98,91;35,75;81,14;24,86;83,82;69,35;32,11;66,57;88,18;20,68;6,13;5,24;9,22;14,21;3,63;97,58;16,41;90,72;97,58;99,47;99,40;98,87;57,51;6,00;28,25;5,00;12,63;0,10;12,00;34,00;5,40;4,90;24,44;24,78;70,56;14,40;27,66;18,44;82,97;46,10;9,47;0,00;0,00;0,00;62,36;6,16;55,56;5,30;7,00;5,00;2,00;20,25;0,00;49,08;0,00;1,00;21,34;25,42;2,00;33,87;18,15
5100805;57,87;63,42;64,66;45,53;87,56;23,03;94,10;48,99;82,34;15,06;78,85;82,38;19,42;59,65;92,58;10,48;15,63;0,00;10,02;33,40;4,23;54,23;0,98;46,42;77,86;98,34;99,22;96,60;25,67;5,00;19,84;4,00;16,65;0,40;3,90;26,60;5,25;2,60;8,29;11,57;67,45;10,25;9,87;108,56;69,08;29,61;10,02;71,18;10,76;2,80;214,81;34,47;66,67;2,10;2,00;5,00;2,00;28,13;72,17;60,94;0,00;1,00;65,47;161,62;1,00;15,47;10,21
5101001;59,45;74,71;55,93;47,71;75,52;28,66;96,56;98,09;81,68;22,80;57,12;62,11;19,54;67,09;85,63;18,60;34,48;31,13;0,00;32,26;4,26;88,64;1,79;68,48;92,21;93,02;99,68;99,51;0,00;1,00;0,00;1,00;10,75;0,40;10,20;13,70;4,65;0,50;12,44;16,20;114,76;10,58;96,77;96,77;64,52;96,77;32,06;0,16;12,48;0,03;315,93;13,79;66,67;2,24;2,00;5,00;3,00;23,68;0,00;44,74;0,00;1,00;126,80;45,91;1,00;26,35;18,77
5101209;52,66;61,29;50,58;46,12;75,36;47,95;97,84;23,99;73,04;16,08;44,20;69,03;17,74;31,38;100,00;35,35;0,00;0,00;106,95;0,00;4,80;96,67;9,21;100,00;94,17;99,17;98,75;98,33;359,52;6,00;70,52;6,00;34,87;2,40;10,90;38,10;5,50;2,50;10,34;14,83;70,83;5,09;98,73;106,95;213,90;213,90;0,00;0,00;0,00;0,00;110,72;1,05;55,56;3,14;2,00;4,00;2,00;66,67;583,91;50,00;0,00;1,00;0,00;0,00;1,00;50,48;35,45
5101258;58,29;68,11;59,09;47,66;92,46;42,05;97,09;40,83;86,09;24,63;70,97;54,67;9,21;67,35;90,15;23,93;11,24;0,00;5,94;18,09;3,30;89,31;3,60;94,85;88,25;99,45;98,23;99,90;49,12;6,00;17,87;4,00;27,90;0,30;2,30;23,00;5,70;0,60;19,72;26,16;80,59;12,13;23,78;95,11;124,84;77,28;10,24;0,00;75,23;0,00;31,50;0,00;54,55;2,64;2,00;0,00;1,00;14,61;23,97;50,19;0,00;1,00;3,96;17,56;2,00;40,19;20,40
5101308;55,78;64,83;56,96;45,56;85,43;43,74;98,27;31,87;81,43;33,15;61,19;52,08;16,77;70,70;85,21;9,54;19,87;0,00;15,44;20,82;7,67;81,45;17,70;100,00;95,52;99,07;98,22;99,46;59,60;6,00;31,07;5,00;34,47;1,30;4,30;25,90;4,90;2,10;32,08;35,64;94,21;15,45;72,86;187,36;93,68;52,05;0,00;0,00;88,29;0,02;17,24;0,93;66,67;8,24;3,00;0,00;2,00;17,22;34,67;23,84;0,00;1,00;47,53;30,20;2,00;14,60;8,99
5101407;56,98;60,73;61,19;49,01;89,28;28,80;83,12;41,74;74,44;18,07;85,65;66,59;62,02;69,04;52,24;12,73;27,62;3,83;4,47;6,06;4,79;56,90;5,08;56,80;61,93;92,97;80,42;91,21;22,87;5,00;36,16;5,00;13,57;0,80;11,00;36,40;5,15;4,10;19,91;13,93;59,17;9,63;31,31;31,31;40,26;40,26;4,47;28,00;17,10;5,40;277,25;34,38;72,73;3,23;15,00;12,00;4,00;25,14;10,06;36,74;8,35;3,00;130,26;65,80;3,00;18,40;12,64
5101605;58,12;66,21;58,79;49,34;88,45;34,36;86,00;56,04;77,67;9,11;80,56;67,84;32,38;60,34;100,00;4,66;26,32;0,00;11,68;11,68;4,68;57,47;60,43;50,73;54,71;97,99;90,95;92,09;19,49;4,00;19,46;4,00;11,68;1,10;5,60;19,40;4,80;2,40;9,40;3,92;36,39;7,36;35,03;46,71;140,12;35,03;0,00;6,72;3,33;0,94;125,98;23,59;55,56;1,17;5,00;9,00;1,00;25,00;117,75;47,37;0,00;1,00;0,00;0,00;1,00;7,88;3,94
5101704;59,85;69,36;58,95;51,25;93,90;49,57;93,75;40,22;75,51;24,16;76,22;59,90;35,60;67,80;90,59;11,01;11,39;0,00;2,89;8,58;4,48;81,52;28,34;94,50;84,13;98,20;93,68;96,41;36,15;5,00;24,95;5,00;22,11;1,50;7,20;31,90;4,85;2,80;21,32;21,78;78,83;15,69;31,46;57,20;145,86;60,06;3,85;5,34;54,58;0,43;47,76;3,00;76,92;5,86;6,00;7,00;2,00;23,72;3,64;20,11;0,52;2,00;20,40;10,93;1,00;17,30;10,11
5101803;63,78;74,17;68,62;48,57;88,31;69,22;95,93;43,20;77,39;55,89;66,71;74,48;37,55;77,88;53,06;25,78;27,96;0,00;3,28;24,59;3,80;94,58;67,73;100,00;94,66;98,22;95,92;94,87;18,05;4,00;27,97;5,00;40,01;1,10;11,10;28,30;5,30;3,00;47,90;42,02;237,84;20,76;24,59;88,51;157,35;96,70;16,39;24,90;14,62;0,05;23,61;3,30;60,00;4,65;4,00;11,00;7,00;20,32;31,72;34,02;0,41;2,00;185,57;53,90;3,00;40,10;23,89
5101852;53,41;55,39;56,96;47,89;84,52;5,81;77,94;53,28;75,22;17,99;80,53;54,11;24,55;71,32;85,31;10,38;25,21;0,00;31,00;15,20;3,87;76,07;38,33;65,90;49,90;87,67;80,92;85,51;0,00;1,00;30,90;5,00;87,33;1,40;13,80;33,50;4,70;3,30;10,52;13,10;83,60;10,77;60,79;45,59;30,40;15,20;16,95;2,36;64,73;1,43;152,03;12,86;55,56;4,03;2,00;7,00;3,00;22,69;0,00;12,61;0,00;1,00;46,67;20,76;2,00;15,16;10,21
5101902;55,60;60,05;61,95;44,80;92,14;31,96;84,04;32,07;76,58;15,37;85,46;70,40;27,92;64,04;76,30;10,94;15,63;3,69;5,08;5,08;4,17;62,31;2,39;65,23;64,39;92,67;90,86;83,64;20,22;5,00;41,25;6,00;24,09;1,00;11,40;34,90;4,95;2,00;11,49;15,26;48,99;11,40;19,05;60,93;76,16;10,15;5,08;32,92;27,58;1,89;155,63;16,11;77,78;4,31;2,00;8,00;2,00;25,94;69,63;33,75;0,63;2,00;63,50;13,34;2,00;15,73;10,92
5102504;60,95;71,33;62,46;49,07;89,17;66,88;94,51;34,77;78,18;29,58;72,69;69,41;30,01;79,82;59,48;26,96;19,78;1,28;3,55;27,55;3,45;72,51;77,16;79,50;86,41;98,31;96,42;94,93;39,40;5,00;34,03;5,00;52,80;0,50;8,20;23,60;4,75;3,00;24,42;33,04;85,08;17,43;30,73;83,71;162,12;50,86;8,48;5,04;8,01;1,17;49,29;1,74;60,00;4,56;11,00;0,00;10,00;20,55;7,76;72,05;8,13;3,00;66,36;41,73;3,00;42,69;24,53
5102603;47,16;43,38;56,38;41,73;61,91;16,82;54,37;40,42;56,32;8,87;82,24;78,09;14,50;65,15;79,52;7,74;69,98;3,13;18,77;106,38;3,88;40,74;18,79;43,73;39,50;82,52;44,21;49,95;37,63;5,00;21,00;5,00;21,02;2,70;22,50;68,10;4,35;2,00;6,40;7,27;38,16;3,85;25,03;43,80;100,13;37,55;6,60;37,30;0,00;0,00;51,55;33,99;90,91;1,90;3,00;1,00;2,00;30,47;34,52;5,19;0,12;2,00;35,08;36,59;2,00;11,76;7,34
5102637;60,11;67,97;68,55;43,82;95,85;52,86;98,62;24,57;76,01;33,82;86,61;77,74;28,91;75,12;47,48;23,75;6,79;1,36;0,00;8,48;3,14;96,82;32,15;92,77;97,30;98,54;99,16;99,05;76,12;6,00;55,49;6,00;31,66;0,70;13,80;29,50;5,35;7,20;27,01;38,65;84,17;27,42;25,45;36,76;65,05;25,45;2,83;29,53;2,90;0,38;46,79;4,22;77,78;7,58;4,00;5,00;5,00;19,16;18,89;30,30;5,32;3,00;172,22;71,19;3,00;38,06;21,34
5102678;62,00;66,03;65,47;54,50;95,10;40,22;95,73;33,06;80,66;29,71;82,42;69,10;35,96;72,82;86,69;22,51;11,46;2,55;2,27;2,27;3,13;79,10;24,46;88,33;82,36;99,77;97,99;99,09;58,19;6,00;23,92;5,00;27,72;0,30;12,00;27,30;5,60;4,40;30,91;27,42;80,71;20,47;13,62;56,77;93,10;34,06;9,33;0,07;6,37;0,15;22,69;0,70;46,15;5,64;7,00;7,00;4,00;17,32;4,05;43,95;0,00;1,00;34,44;6,58;2,00;35,11;20,81
5102686;60,87;69,95;66,54;46,12;92,17;37,69;97,98;51,95;83,01;32,35;82,61;68,18;22,14;72,22;52,82;37,32;7,41;0,00;0,00;29,02;4,02;94,01;3,77;77,89;96,16;97,08;99,16;98,85;35,37;5,00;14,64;4,00;0,00;0,30;7,20;26,50;5,55;1,70;26,43;35,19;91,42;22,06;22,35;43,54;59,61;37,26;14,90;3,11;1,59;1,50;124,10;9,99;77,78;9,24;2,00;3,00;4,00;16,30;144,56;37,04;0,00;1,00;167,40;182,73;4,00;56,05;35,78
5102694;56,11;65,75;58,63;43,96;88,94;14,38;86,82;72,86;78,33;14,59;85,44;56,16;19,97;76,57;67,99;11,31;35,71;0,00;0,00;21,08;2,46;23,17;6,36;27,85;63,99;97,19;85,66;94,18;0,00;1,00;14,06;4,00;21,03;0,50;6,00;23,30;4,45;1,70;6,37;8,32;83,63;6,82;21,08;63,25;42,17;31,51;0,00;1,54;48,13;0,35;202,26;21,00;77,78;2,10;2,00;5,00;3,00;14,29;1,93;8,93;0,00;1,00;116,45;76,40;3,00;17,06;10,80
5102702;55,20;62,75;63,48;39,38;83,70;33,34;87,54;46,41;75,36;27,93;78,74;71,92;20,54;74,10;44,40;18,46;24,83;3,41;7,04;41,71;4,42;77,67;2,11;90,57;83,29;91,06;86,65;88,21;32,32;5,00;18,56;4,00;31,19;1,30;9,40;32,00;5,05;1,90;29,85;24,90;83,39;15,17;13,90;60,24;83,41;60,24;13,90;21,28;17,52;0,20;47,37;8,73;72,73;3,05;2,00;5,00;5,00;21,44;113,87;15,80;0,69;2,00;179,06;151,85;4,00;28,49;17,24
5102793;52,48;58,87;55,94;42,62;92,75;17,60;89,97;35,14;80,09;15,44;74,02;54,21;18,24;68,67;74,48;9,09;20,69;0,00;0,00;9,60;4,11;52,75;3,97;57,08;56,58;97,64;98,66;97,64;124,44;6,00;32,04;5,00;16,04;0,30;7,50;28,60;5,20;2,00;7,22;10,12;82,75;7,59;9,70;77,63;184,38;58,22;9,70;0,00;71,77;0,56;83,23;2,21;66,67;3,07;2,00;4,00;2,00;21,38;72,36;15,86;0,00;1,00;59,24;117,70;3,00;12,73;9,27
5102850;55,13;65,52;53,94;45,95;88,36;23,54;90,23;59,95;83,58;11,96;67,23;52,98;11,13;68,65;97,26;6,75;19,42;0,00;11,80;23,00;3,96;61,32;0,78;99,85;60,55;96,37;99,33;96,37;0,00;1,00;30,58;5,00;49,81;1,10;4,00;20,30;4,70;1,70;7,25;10,21;51,61;6,49;30,67;80,19;183,30;91,65;11,50;0,02;68,84;1,12;160,58;7,59;66,67;4,14;2,00;0,00;3,00;16,52;46,70;61,74;0,00;1,00;24,21;30,02;1,00;9,70;6,74
5103007;60,97;73,99;61,83;47,10;87,94;47,40;89,74;70,87;73,00;29,58;75,67;69,07;17,71;66,53;88,97;15,18;18,12;4,04;15,19;15,19;3,80;70,15;31,50;100,00;72,31;95,15;91,16;95,36;0,00;1,00;13,61;4,00;32,25;1,20;13,10;32,90;5,00;3,80;34,74;22,35;72,75;27,26;35,44;50,63;177,20;50,63;5,06;2,52;7,39;0,12;43,55;3,17;63,64;4,95;2,00;3,00;3,00;21,01;95,37;51,45;0,00;1,00;14,31;15,13;2,00;22,99;14,44
5103056;56,06;67,06;59,29;41,81;92,38;43,85;87,56;44,45;79,93;17,98;81,69;57,57;22,16;64,67;71,36;9,06;7,41;7,04;8,61;0,00;4,69;64,16;26,19;81,67;66,45;96,85;89,46;91,97;10,84;4,00;22,08;5,00;33,01;1,20;8,70;32,60;5,25;3,50;10,66;16,54;72,19;11,21;16,46;57,62;107,00;32,92;8,23;0,00;43,40;3,94;78,58;21,16;44,44;3,65;8,00;0,00;2,00;20,74;354,52;19,26;0,00;1,00;86,74;68,66;3,00;14,42;8,19
5103106;53,38;63,46;51,86;44,83;89,54;20,80;94,65;48,83;70,73;12,12;63,52;61,08;25,11;60,38;78,36;15,46;16,67;0,00;0,00;35,09;3,70;72,35;9,89;35,68;80,63;97,78;99,65;96,73;25,60;5,00;17,56;4,00;17,56;0,80;4,90;36,60;4,30;1,50;4,46;12,49;48,45;9,48;17,54;52,71;210,53;70,18;52,71;10,30;1,61;8,69;427,44;36,55;100,00;2,11;2,00;7,00;4,00;31,67;490,83;20,00;0,00;1,00;24,99;50,17;3,00;22,94;15,00
5103205;61,34;71,03;61,06;51,94;89,99;41,46;96,12;56,55;85,10;30,47;75,79;52,88;36,11;72,06;82,74;16,85;22,68;0,00;2,99;23,92;3,09;82,85;53,40;81,66;87,32;99,18;97,88;97,78;24,78;5,00;8,98;3,00;17,99;0,40;6,70;18,30;5,55;1,90;42,77;20,54;95,22;10,01;26,92;65,79;104,67;74,77;5,98;0,00;81,96;0,87;37,01;0,48;53,85;5,18;9,00;5,00;1,00;12,58;1,01;21,86;0,00;1,00;69,36;14,13;2,00;27,52;14,83
5103254;53,85;55,78;60,93;44,82;95,63;13,43;77,80;36,27;77,12;9,76;91,14;65,71;7,98;71,46;87,40;12,44;11,55;0,00;2,68;2,59;3,40;13,28;13,00;29,87;44,31;76,93;94,59;85,31;42,64;6,00;39,60;5,00;9,68;1,00;6,70;33,10;5,15;2,00;6,58;8,57;37,82;6,38;10,37;20,74;62,21;12,96;5,18;40,07;16,87;13,72;368,39;41,31;55,56;1,15;2,00;0,00;3,00;20,32;58,52;16,17;0,00;1,00;28,20;16,29;2,00;18,53;12,03
5103304;57,85;61,90;63,28;48,37;87,08;41,10;82,17;37,25;75,74;21,38;73,43;82,58;27,70;67,31;84,83;13,65;23,20;4,31;9,63;19,27;4,18;65,06;1,59;69,22;66,25;87,24;91,70;79,87;32,76;5,00;24,26;5,00;38,84;2,00;11,90;30,80;5,10;2,50;16,91;21,04;75,14;10,70;38,53;57,80;139,67;72,24;7,56;63,62;13,81;2,67;117,70;17,40;81,82;5,85;5,00;4,00;4,00;22,68;12,05;64,18;0,00;1,00;50,91;30,21;2,00;20,07;13,35
5103353;55,13;59,57;60,68;45,13;94,68;28,48;83,15;31,98;79,97;18,39;88,68;55,71;38,62;63,57;67,26;11,09;11,49;2,18;0,00;6,47;3,61;57,79;39,40;72,13;57,68;93,17;94,25;81,58;48,14;6,00;33,78;5,00;33,80;0,30;7,40;24,40;5,10;1,60;9,67;11,66;83,46;16,78;6,47;42,03;64,66;16,16;6,47;3,85;67,21;1,68;82,05;5,50;63,64;2,77;10,00;6,00;1,00;22,99;243,17;13,60;3,80;3,00;80,67;33,65;2,00;19,10;9,16
5103361;63,05;77,41;62,13;49,61;90,78;34,27;84,59;100,00;74,69;15,38;80,47;77,98;18,27;66,39;100,00;13,76;17,86;0,00;0,00;24,76;4,09;74,94;1,76;76,94;69,07;84,20;89,62;90,52;0,00;1,00;0,00;1,00;0,00;2,00;15,20;37,60;5,85;0,40;14,12;15,69;44,19;9,48;24,76;75,51;74,29;48,54;0,00;46,54;21,67;0,13;80,82;8,81;77,78;4,78;2,00;3,00;1,00;15,52;84,16;46,55;0,00;1,00;0,00;0,00;1,00;20,21;13,47
5103379;56,20;61,53;62,91;44,15;96,82;9,14;84,21;55,98;84,45;7,81;90,52;68,85;15,87;66,89;89,73;4,12;7,04;0,00;0,00;5,06;3,18;6,45;0,59;3,21;45,45;83,49;99,48;96,39;19,99;4,00;10,34;4,00;12,03;1,10;8,30;19,20;5,05;2,50;4,22;7,57;29,05;6,15;5,06;30,38;50,63;10,13;10,13;32,41;23,15;7,02;207,42;16,00;66,67;2,65;2,00;3,00;1,00;22,56;46,15;10,98;0,00;1,00;7,64;6,38;2,00;5,99;4,07
5103403;72,96;77,09;74,31;67,48;90,42;86,60;98,85;32,50;80,66;75,11;69,65;71,80;41,31;80,27;63,79;84,56;13,35;0,48;5,22;23,51;4,38;97,06;75,12;98,12;98,08;98,76;99,24;99,09;65,47;6,00;36,75;5,00;30,87;0,50;7,30;24,20;5,05;2,20;75,30;92,44;173,78;33,85;49,47;107,09;136,97;52,08;4,73;6,27;4,02;0,00;3,53;0,17;56,00;6,89;4,00;12,00;7,00;13,27;85,57;42,21;1,43;2,00;90,96;104,71;3,00;137,42;74,84
